,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B7,npsf_B7,nfa_B7,lumpSum_B8,npsf_B8,nfa_B8,lumpSum_B9,npsf_B9,nfa_B9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,8330534.769230769,16793.0,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",9012376.0,16628.0,542.0,8735573.0,16207.0,539.0,12237576.0,16718.0,732.0,12348435.0,16755.0,737.0,9000908.0,16919.0,532.0,6132171.0,18089.0,339.0,8851007.0,16181.0,547.0,6561963.0,17223.0,381.0,6695808.0,17437.0,384.0,7484784.0,16131.0,464.0,7544726.0,16366.0,461.0,6161025.0,17355.0,355.0,7530600.0,16300.0,462.0,,-0.012911265279934692,-0.012908972527174267
2022-1-15,9846840.538461538,19849.46153846154,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10649758.0,19649.0,542.0,10327779.0,19161.0,539.0,14463588.0,19759.0,732.0,14594811.0,19803.0,737.0,10643192.0,20006.0,532.0,7247820.0,21380.0,339.0,10465204.0,19132.0,547.0,7753731.0,20351.0,381.0,7913855.999999999,20609.0,384.0,8850336.0,19074.0,464.0,8916662.0,19342.0,461.0,7281760.0,20512.0,355.0,8900430.0,19265.0,462.0,,-0.04046913979042621,-0.04047194963689027
2021-12-15,10262140.538461538,20686.69230769231,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",11099618.0,20479.0,542.0,10762752.0,19968.0,539.0,15074076.0,20593.0,732.0,15210943.0,20639.0,737.0,11090604.0,20847.0,532.0,7553598.0,22282.0,339.0,10905539.0,19937.0,547.0,8081772.0,21212.0,381.0,8247936.0,21479.0,384.0,9222464.0,19876.0,464.0,9293299.0,20159.0,461.0,7589189.999999999,21378.0,355.0,9276036.0,20078.0,462.0,,0.030916356764009834,0.03091672991850114
2021-11-15,9954387.153846154,20066.30769230769,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10767914.0,19867.0,542.0,10439352.0,19368.0,539.0,14622432.0,19976.0,732.0,14755477.0,20021.0,737.0,10757040.0,20220.0,532.0,7327145.999999999,21614.0,339.0,10577339.0,19337.0,547.0,7839837.0,20577.0,381.0,8000639.999999999,20835.0,384.0,8944992.0,19278.0,464.0,9014855.0,19555.0,461.0,7361634.999999999,20737.0,355.0,8998374.0,19477.0,462.0,,-0.00744661440223926,-0.007449965756030852
2021-10-15,10029069.76923077,20216.923076923078,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10849756.0,20018.0,542.0,10516968.0,19512.0,539.0,14732963.999999998,20127.0,732.0,14866027.0,20171.0,737.0,10836840.0,20370.0,532.0,7382403.0,21777.0,339.0,10655560.0,19480.0,547.0,7899654.0,20734.0,381.0,8060928.0,20992.0,384.0,9011344.0,19421.0,464.0,9082622.0,19702.0,461.0,7417014.999999999,20893.0,355.0,9065826.0,19623.0,462.0,,0.011740184736573234,0.01173726089517313
2021-9-15,9912692.923076924,19982.384615384617,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10724554.0,19787.0,542.0,10394076.0,19284.0,539.0,14562408.0,19894.0,732.0,14694306.0,19938.0,737.0,10709692.0,20131.0,532.0,7296975.0,21525.0,339.0,10530844.0,19252.0,547.0,7808595.0,20495.0,381.0,7967616.000000001,20749.0,384.0,8906016.0,19194.0,464.0,8977514.0,19474.0,461.0,7331460.0,20652.0,355.0,8960952.0,19396.0,462.0,,0.010864297981361348,0.010860767374893054
2021-8-15,9806155.923076924,19767.69230769231,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10610734.0,19577.0,542.0,10281964.0,19076.0,539.0,14405760.0,19680.0,732.0,14536588.0,19724.0,737.0,10593716.0,19913.0,532.0,7218666.0,21294.0,339.0,10416521.0,19043.0,547.0,7725536.999999999,20277.0,381.0,7882367.999999999,20527.0,384.0,8809040.0,18985.0,464.0,8881165.0,19265.0,461.0,7252650.0,20430.0,355.0,8865318.0,19189.0,462.0,,-0.001186329951303411,-0.0011893379352160283
2021-7-15,9817803.076923076,19791.23076923077,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10624284.0,19602.0,542.0,10293283.0,19097.0,539.0,14423328.0,19704.0,732.0,14554276.0,19748.0,737.0,10604888.0,19934.0,532.0,7227480.0,21320.0,339.0,10428008.0,19064.0,547.0,7735443.000000001,20303.0,381.0,7891968.0,20552.0,384.0,8818784.0,19006.0,464.0,8892229.0,19289.0,461.0,7261525.0,20455.0,355.0,8875944.0,19212.0,462.0,,0.002069824376584206,0.0020681194134486436
2021-6-15,9797523.923076924,19750.384615384617,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10603146.0,19563.0,542.0,10271723.0,19057.0,539.0,14394048.000000002,19664.0,732.0,14524795.999999998,19708.0,737.0,10582012.0,19891.0,532.0,7212564.0,21276.0,339.0,10405034.0,19022.0,547.0,7720203.0,20263.0,381.0,7875840.0,20510.0,384.0,8799760.0,18965.0,464.0,8873789.0,19249.0,461.0,7246970.000000001,20414.0,355.0,8857926.0,19173.0,462.0,,-0.004324753837597783,-0.004327745267982741
2021-5-15,9840079.846153846,19836.23076923077,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10650300.0,19650.0,542.0,10315382.0,19138.0,539.0,14456999.999999998,19750.0,732.0,14588178.0,19794.0,737.0,10626700.0,19975.0,532.0,7244091.0,21369.0,339.0,10449341.0,19103.0,547.0,7754492.999999999,20353.0,381.0,7910400.0,20600.0,384.0,8836880.0,19045.0,464.0,8912974.0,19334.0,461.0,7278565.0,20503.0,355.0,8896734.0,19257.0,462.0,,0.027594801418233228,0.02759148346065121
2021-4-15,9575836.538461538,19303.615384615383,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10365208.0,19124.0,542.0,10037797.0,18623.0,539.0,14069040.0,19220.0,732.0,14196831.0,19263.0,737.0,10340484.0,19437.0,532.0,7049844.0,20796.0,339.0,10167636.0,18588.0,547.0,7547229.0,19809.0,381.0,7698048.0,20047.0,384.0,8598848.0,18532.0,464.0,8673715.0,18815.0,461.0,7083315.0,19953.0,355.0,8657880.0,18740.0,462.0,,-0.006602438395021171,-0.00660293331749906
2021-3-15,9639480.615384616,19431.923076923078,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10435126.0,19253.0,542.0,10103555.0,18745.0,539.0,14163468.000000002,19349.0,732.0,14291903.999999998,19392.0,737.0,10408048.0,19564.0,532.0,7096965.0,20935.0,339.0,10233823.0,18709.0,547.0,7597902.0,19942.0,381.0,7749504.0,20181.0,384.0,8654992.0,18653.0,464.0,8731801.0,18941.0,461.0,7130530.0,20086.0,355.0,8715630.0,18865.0,462.0,,0.03031641659729556,0.030312052630076414
2021-2-15,9355844.923076924,18860.23076923077,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10128896.0,18688.0,542.0,9806027.0,18193.0,539.0,13746960.000000002,18780.0,732.0,13871814.0,18822.0,737.0,10100552.0,18986.0,532.0,6888480.0,20320.0,339.0,9931332.0,18156.0,547.0,7375017.0,19357.0,381.0,7521792.0,19588.0,384.0,8399328.0,18102.0,464.0,8475024.0,18384.0,461.0,6921080.000000001,19496.0,355.0,8459682.0,18311.0,462.0,,0.022692791356029307,0.02269096490825606
2021-1-15,9148245.692307692,18441.76923076923,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",9905592.0,18276.0,542.0,9587732.0,17788.0,539.0,13442448.0,18364.0,732.0,13564485.0,18405.0,737.0,9874984.0,18562.0,532.0,6735591.0,19869.0,339.0,9709797.0,17751.0,547.0,7212330.0,18930.0,381.0,7355136.0,19154.0,384.0,8211872.0,17698.0,464.0,8287397.0,17977.0,461.0,6767720.0,19064.0,355.0,8272110.000000001,17905.0,462.0,,-0.029981054291022158,-0.02998535326152918
2020-12-15,9430996.923076924,19011.846153846152,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10212906.0,18843.0,542.0,9883104.0,18336.0,539.0,13858224.0,18932.0,732.0,13983838.0,18974.0,737.0,10179288.0,19134.0,532.0,6944076.0,20484.0,339.0,10009006.0,18298.0,547.0,7435977.0,19517.0,381.0,7582848.0,19747.0,384.0,8464752.0,18243.0,464.0,8543713.0,18533.0,461.0,6977169.999999999,19654.0,355.0,8528058.0,18459.0,462.0,,-0.0006485357278758208,-0.0006509916503245616
2020-11-15,9437117.23076923,19024.23076923077,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",10220494.0,18857.0,542.0,9889033.0,18347.0,539.0,13867739.999999998,18945.0,732.0,13993419.000000002,18987.0,737.0,10184608.0,19144.0,532.0,6948822.0,20498.0,339.0,10013929.0,18307.0,547.0,7441692.000000001,19532.0,381.0,7587840.0,19760.0,384.0,8469392.0,18253.0,464.0,8549706.0,18546.0,461.0,6981785.0,19667.0,355.0,8534064.0,18472.0,462.0,,,
2020-10-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-9-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-8-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-7-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-6-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-5-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-4-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-3-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-2-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2020-1-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-12-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-11-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-10-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-9-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-8-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-7-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-6-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-5-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-4-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-3-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-2-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2019-1-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2018-12-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2018-11-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2018-10-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2018-9-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2018-8-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
2018-7-15,,,"GRAND MAYFAIR I(Block 6,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,6座(柏瓏 I),29 錦河路",,,542.0,,,539.0,,,732.0,,,737.0,,,532.0,,,339.0,,,547.0,,,381.0,,,384.0,,,464.0,,,461.0,,,355.0,,,462.0,,,
