,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_A7,npsf_A7,nfa_A7,lumpSum_A8,npsf_A8,nfa_A8,lumpSum_A9,npsf_A9,nfa_A9,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B7,npsf_B7,nfa_B7,lumpSum_B8,npsf_B8,nfa_B8,lumpSum_C1,npsf_C1,nfa_C1,lumpSum_C2,npsf_C2,nfa_C2,lumpSum_C3,npsf_C3,nfa_C3,lumpSum_C5,npsf_C5,nfa_C5,lumpSum_C6,npsf_C6,nfa_C6,lumpSum_C7,npsf_C7,nfa_C7,lumpSum_C8,npsf_C8,nfa_C8,nfa_avg,lumpSum_change,npsf_change
2020-12-15,5986937.095238095,13215.380952380952,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11399142.0,12101.0,942.0,5976519.0,12689.0,471.0,6182728.0,13099.0,472.0,4569356.0,14324.0,319.0,4589453.0,14387.0,319.0,6438552.0,13641.0,472.0,6385818.0,13558.0,471.0,5478216.0,11832.0,463.0,8722948.0,14092.0,619.0,5836632.0,12392.0,471.0,5856750.0,13015.0,450.0,4285044.0,12868.0,333.0,4466826.0,12726.0,351.0,4628637.0,13187.0,351.0,5662953.0,12231.0,463.0,8777420.0,14180.0,619.0,6759792.0,14352.0,471.0,6354000.0,14120.0,450.0,4421241.0,13277.0,333.0,4466826.0,12726.0,351.0,4466826.0,12726.0,351.0,,0.010171863513851465,0.01017369907690524
2020-1-15,6086988.380952381,13436.047619047618,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11583774.0,12297.0,942.0,6079197.0,12907.0,471.0,6284680.0,13315.0,472.0,4647830.0,14570.0,319.0,4666651.0,14629.0,319.0,6547112.0,13871.0,472.0,6537480.0,13880.0,471.0,5511552.0,11904.0,463.0,8872127.0,14333.0,619.0,5934600.0,12600.0,471.0,5957550.0,13239.0,450.0,4354308.0,13076.0,333.0,4540536.0,12936.0,351.0,4706910.0,13410.0,351.0,5755090.0,12430.0,463.0,8931551.0,14429.0,619.0,6929823.0,14713.0,471.0,6405750.0,14235.0,450.0,4499163.0,13511.0,333.0,4540536.0,12936.0,351.0,4540536.0,12936.0,351.0,,0.024967611428325265,0.02497066655042257
2019-12-15,5938712.904761905,13108.714285714286,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11302116.0,11998.0,942.0,5929890.0,12590.0,471.0,6132696.0,12993.0,472.0,4533947.0,14213.0,319.0,4552768.0,14272.0,319.0,6387576.0,13533.0,472.0,6377811.0,13541.0,471.0,5378671.0,11617.0,463.0,8654858.0,13982.0,619.0,5790003.0,12293.0,471.0,5811300.0,12914.0,450.0,4249080.0,12760.0,333.0,4430322.0,12622.0,351.0,4591782.0,13082.0,351.0,5615727.0,12129.0,463.0,8713663.0,14077.0,619.0,6761676.0,14356.0,471.0,6250500.0,13890.0,450.0,4387941.0,13177.0,333.0,4430322.0,12622.0,351.0,4430322.0,12622.0,351.0,,-0.022350689731972184,-0.02261648198314936
2019-11-15,6074481.761904762,13412.047619047618,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11571528.0,12284.0,942.0,6070719.0,12889.0,471.0,6279960.0,13305.0,472.0,4641450.0,14550.0,319.0,4661547.0,14613.0,319.0,6540032.0,13856.0,472.0,6529944.0,13864.0,471.0,5508774.0,11898.0,463.0,8731614.0,14106.0,619.0,5928006.0,12586.0,471.0,5949450.0,13221.0,450.0,4351644.0,13068.0,333.0,4536324.0,12924.0,351.0,4701294.0,13394.0,351.0,5750923.0,12421.0,463.0,8921647.0,14413.0,619.0,6924642.0,14702.0,471.0,6400800.0,14224.0,450.0,4491171.0,13487.0,333.0,4536324.0,12924.0,351.0,4536324.0,12924.0,351.0,,-0.013185538423861276,-0.013184264372004484
2019-10-15,6155647.285714285,13591.238095238095,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11726016.0,12448.0,942.0,6150789.0,13059.0,471.0,6364448.0,13484.0,472.0,4702698.0,14742.0,319.0,4723752.0,14808.0,319.0,6626880.0,14040.0,472.0,6617079.0,14049.0,471.0,5583780.0,12060.0,463.0,8847986.0,14294.0,619.0,6007134.0,12754.0,471.0,6027750.0,13395.0,450.0,4410918.0,13246.0,333.0,4597398.0,13098.0,351.0,4763421.0,13571.0,351.0,5828707.0,12589.0,463.0,9040495.0,14605.0,619.0,7017900.0,14900.0,471.0,6487200.0,14416.0,450.0,4549446.0,13662.0,333.0,4597398.0,13098.0,351.0,4597398.0,13098.0,351.0,,-0.0040202209441116965,-0.0040199882750342475
2019-9-15,6180494.238095238,13646.095238095239,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11773116.0,12498.0,942.0,6174339.0,13109.0,471.0,6390880.0,13540.0,472.0,4720881.0,14799.0,319.0,4742573.0,14867.0,319.0,6653784.0,14097.0,472.0,6643455.0,14105.0,471.0,5607393.0,12111.0,463.0,8883269.0,14351.0,619.0,6031155.0,12805.0,471.0,6050700.0,13446.0,450.0,4429566.0,13302.0,333.0,4616352.0,13152.0,351.0,4782375.0,13625.0,351.0,5853709.0,12643.0,463.0,9076397.0,14663.0,619.0,7047102.0,14962.0,471.0,6514200.0,14476.0,450.0,4566429.0,13713.0,333.0,4616352.0,13152.0,351.0,4616352.0,13152.0,351.0,,-0.045531598518478766,-0.0455241876390573
2019-8-15,6475326.19047619,14296.952380952382,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",12335490.0,13095.0,942.0,6467772.0,13732.0,471.0,6696264.0,14187.0,472.0,4945138.0,15502.0,319.0,4968425.0,15575.0,319.0,6970968.0,14769.0,472.0,6959967.0,14777.0,471.0,5876859.0,12693.0,463.0,9306665.0,15035.0,619.0,6318465.0,13415.0,471.0,6338250.0,14085.0,450.0,4642020.0,13940.0,333.0,4836780.0,13780.0,351.0,5010174.0,14274.0,351.0,6133824.0,13248.0,463.0,9509078.0,15362.0,619.0,7384337.999999999,15678.0,471.0,6825600.0,15168.0,450.0,4782213.0,14361.0,333.0,4836780.0,13780.0,351.0,4836780.0,13780.0,351.0,,0.025348922667619567,0.02535065041511131
2019-7-15,6315241.619047619,13943.47619047619,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",12030282.0,12771.0,942.0,6306690.0,13390.0,471.0,6532008.0,13839.0,472.0,4822004.0,15116.0,319.0,4845610.0,15190.0,319.0,6798216.0,14403.0,472.0,6787581.0,14411.0,471.0,5732866.0,12382.0,463.0,9075778.0,14662.0,619.0,6162093.0,13083.0,471.0,6180300.0,13734.0,450.0,4528134.0,13598.0,333.0,4717440.0,13440.0,351.0,4885920.0,13920.0,351.0,5983349.0,12923.0,463.0,9273858.0,14982.0,619.0,7202531.999999999,15292.0,471.0,6658200.0,14796.0,450.0,4662333.0,14001.0,333.0,4717440.0,13440.0,351.0,4717440.0,13440.0,351.0,,0.0013372624410403766,0.0013405329986562187
2019-6-15,6306807.761904762,13924.809523809523,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",12014268.0,12754.0,942.0,6296799.0,13369.0,471.0,6523984.0,13822.0,472.0,4814667.0,15093.0,319.0,4838911.0,15169.0,319.0,6788776.0,14383.0,472.0,6778632.0,14392.0,471.0,5726847.0,12369.0,463.0,9063398.0,14642.0,619.0,6153615.0,13065.0,471.0,6170850.0,13713.0,450.0,4523139.0,13583.0,333.0,4711473.0,13423.0,351.0,4878900.0,13900.0,351.0,5976404.0,12908.0,463.0,9260859.0,14961.0,619.0,7194053.999999999,15274.0,471.0,6650100.0,14778.0,450.0,4654341.0,13977.0,333.0,4711473.0,13423.0,351.0,4711473.0,13423.0,351.0,,-0.0075213644906102495,-0.007793891109467488
2019-5-15,6354603.047619048,14034.190476190477,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",12117888.0,12864.0,942.0,6350022.0,13482.0,471.0,6580624.0,13942.0,472.0,4855180.0,15220.0,319.0,4880381.0,15299.0,319.0,6847304.0,14507.0,472.0,6836565.0,14515.0,471.0,5777777.0,12479.0,463.0,9141392.0,14768.0,619.0,6206367.0,13177.0,471.0,6222600.0,13828.0,450.0,4563432.0,13704.0,333.0,4752540.0,13540.0,351.0,4920318.0,14018.0,351.0,6029186.0,13022.0,463.0,9202054.0,14866.0,619.0,7257167.999999999,15408.0,471.0,6708150.0,14907.0,450.0,4692636.0,14092.0,333.0,4752540.0,13540.0,351.0,4752540.0,13540.0,351.0,,0.040864999234911936,0.040869374810168724
2019-4-15,6105117.428571428,13483.142857142857,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11642178.0,12359.0,942.0,6099450.0,12950.0,471.0,6323384.0,13397.0,472.0,4663780.0,14620.0,319.0,4688343.0,14697.0,319.0,6578264.0,13937.0,472.0,6567624.0,13944.0,471.0,5552759.0,11993.0,463.0,8781753.0,14187.0,619.0,5962389.0,12659.0,471.0,5977350.0,13283.0,450.0,4385277.0,13169.0,333.0,4566159.0,13009.0,351.0,4726917.0,13467.0,351.0,5793519.0,12513.0,463.0,8840558.0,14282.0,619.0,6973155.0,14805.0,471.0,6445800.0,14324.0,450.0,4506489.0,13533.0,333.0,4566159.0,13009.0,351.0,4566159.0,13009.0,351.0,,0.01384656624708458,0.012925128696790633
2019-3-15,6021737.047619048,13311.095238095239,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11434938.0,12139.0,942.0,6041517.0,12827.0,471.0,6265328.0,13274.0,472.0,4619439.0,14481.0,319.0,4644640.0,14560.0,319.0,6516904.0,13807.0,472.0,6506394.0,13814.0,471.0,5502755.0,11885.0,463.0,8497632.0,13728.0,619.0,5906811.0,12541.0,471.0,5920200.0,13156.0,450.0,4345317.0,13049.0,333.0,4524039.0,12889.0,351.0,4682340.0,13340.0,351.0,5740737.0,12399.0,463.0,8758231.0,14149.0,619.0,6651462.0,14122.0,471.0,6386850.0,14193.0,450.0,4462866.0,13402.0,333.0,4524039.0,12889.0,351.0,4524039.0,12889.0,351.0,,0.055790453070786006,0.05037049840678165
2019-2-15,5703534.285714285,12672.761904761905,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",10181136.0,10808.0,942.0,5795655.0,12305.0,471.0,6012336.0,12738.0,472.0,4431548.0,13892.0,319.0,4456430.0,13970.0,319.0,6252584.0,13247.0,472.0,6242634.0,13254.0,471.0,5281441.0,11407.0,463.0,7772782.999999999,12557.0,619.0,5667543.0,12033.0,471.0,5679450.0,12621.0,450.0,4170492.0,12524.0,333.0,4341168.0,12368.0,351.0,4492449.0,12799.0,351.0,5509700.0,11900.0,463.0,8013574.0,12946.0,619.0,6381579.0,13549.0,471.0,6129000.0,13620.0,450.0,4280382.0,12854.0,333.0,4341168.0,12368.0,351.0,4341168.0,12368.0,351.0,,-0.0028286050811323626,-0.0034562686528042397
2019-1-15,5719713.095238095,12716.714285714286,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",10233888.0,10864.0,942.0,5824386.0,12366.0,471.0,6043960.0,12805.0,472.0,4453559.0,13961.0,319.0,4479398.0,14042.0,319.0,6284680.0,13315.0,472.0,6274662.0,13322.0,471.0,5310147.0,11469.0,463.0,7816113.0,12627.0,619.0,5696274.0,12094.0,471.0,5707800.0,12684.0,450.0,4193136.0000000005,12592.0,333.0,4363983.0,12433.0,351.0,4515264.0,12864.0,351.0,5539332.0,11964.0,463.0,7772783.0,12557.0,619.0,6414549.0,13619.0,471.0,6161400.0,13692.0,450.0,4300695.0,12915.0,333.0,4363983.0,12433.0,351.0,4363983.0,12433.0,351.0,,0.016784472824094232,0.016794852269266025
2018-12-15,5625295.476190476,12506.666666666666,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",10064328.0,10684.0,942.0,5726889.0,12159.0,471.0,5944840.0,12595.0,472.0,4378913.0,13727.0,319.0,4405071.0,13809.0,319.0,6180840.0,13095.0,472.0,6170571.0,13101.0,471.0,5224029.0,11283.0,463.0,7690456.0,12424.0,619.0,5602074.0,11894.0,471.0,5611950.0,12471.0,450.0,4124871.0000000005,12387.0,333.0,4292379.0,12229.0,351.0,4440150.0,12650.0,351.0,5448584.0,11768.0,463.0,7644031.0,12349.0,619.0,6308103.0,13393.0,471.0,6060600.0,13468.0,450.0,4227768.0,12696.0,333.0,4292379.0,12229.0,351.0,4292379.0,12229.0,351.0,,,
2018-11-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-10-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-9-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-8-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-7-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-6-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-5-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-4-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-3-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-2-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2018-1-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
