,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_change,npsf_change
2019-12-15,4302196.0,15970.875,8,34417568.0,127767.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",4994275.0,15367.0,325.0,4951590.0,15330.0,323.0,4646340.0,14940.0,311.0,3716832.0,16593.0,224.0,3552613.0,15931.0,223.0,3778066.0000000005,16942.0,223.0,3777619.9999999995,16940.0,223.0,5000232.0,15724.0,318.0,-0.030818625558082458,-0.030812643652003757
2019-1-15,4253704.375,15791.875,8,34029635.0,126335.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",4931225.0,15173.0,325.0,4898295.0,15165.0,323.0,4595958.0,14778.0,311.0,3673600.0,16400.0,224.0,3511135.0,15745.0,223.0,3739710.0,16770.0,223.0,3739264.0,16768.0,223.0,4940448.0,15536.0,318.0,0.010071077650544158,0.010065879944993528
2018-12-15,4211292.125,15634.5,8,33690337.0,125076.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",4881175.0,15019.0,325.0,4849845.0,15015.0,323.0,4550552.0,14632.0,311.0,3636640.0,16235.0,224.0,3475901.0,15587.0,223.0,3702915.0,16605.0,223.0,3702469.0,16603.0,223.0,4890840.0,15380.0,318.0,-0.04581554793600273,-0.04582592708436639
2018-11-15,4413499.0,16385.375,8,35307992.0,131083.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",5114525.0,15737.0,325.0,5083051.0,15737.0,323.0,4769185.0,15335.0,311.0,3811135.9999999995,17014.0,224.0,3642705.0000000005,16335.0,223.0,3881315.0,17405.0,223.0,3880869.0000000005,17403.0,223.0,5125206.0,16117.0,318.0,-0.0003751849736662871,-0.0003812922757810977
2018-10-15,4415155.5,16391.625,8,35321244.0,131133.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",5115500.0,15740.0,325.0,5085312.0,15744.0,323.0,4771362.0,15342.0,311.0,3812255.9999999995,17019.0,224.0,3643820.0,16340.0,223.0,3883322.0,17414.0,223.0,3882876.0,17412.0,223.0,5126796.0,16122.0,318.0,-0.07709641975144776,-0.07710660220002952
2018-9-15,4783983.5,17761.125,8,38271868.0,142089.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",5541900.0,17052.0,325.0,5510380.0,17060.0,323.0,5170064.0,16624.0,311.0,4130559.9999999995,18440.0,224.0,3947992.0,17704.0,223.0,4208456.0,18872.0,223.0,4208010.0,18870.0,223.0,5554506.0,17467.0,318.0,0.019670935452198668,0.01966286087449487
2018-8-15,4691693.5,17418.625,8,37533548.0,139349.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",5433675.0,16719.0,325.0,5404759.0,16733.0,323.0,5070855.0,16305.0,311.0,4050592.0,18083.0,224.0,3871503.0,17361.0,223.0,4127953.0,18511.0,223.0,4127507.0,18509.0,223.0,5446704.0,17128.0,318.0,0.004919678416475559,0.004911010471053245
2018-7-15,4668724.875,17333.5,8,37349799.0,138668.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",5406050.0,16634.0,325.0,5378596.0,16652.0,323.0,5046286.0,16226.0,311.0,4030656.0,17994.0,224.0,3852325.0000000005,17275.0,223.0,4108329.0,18423.0,223.0,4107883.0,18421.0,223.0,5419674.0,17043.0,318.0,-0.005725587303885948,-0.005736082829036038
2018-6-15,4695610.0,17433.5,8,37564880.0,139468.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",5436275.0,16727.0,325.0,5409927.0,16749.0,323.0,5075520.0,16320.0,311.0,4053728.0000000005,18097.0,224.0,3874402.0,17374.0,223.0,4132636.0,18532.0,223.0,4132189.9999999995,18530.0,223.0,5450202.0,17139.0,318.0,0.027512111018819008,0.027502118097763928
2018-5-15,4569882.875,16966.875,8,36559063.0,135735.0,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",5289375.0,16275.0,325.0,5265546.0,16302.0,323.0,4939924.0,15884.0,311.0,3944864.0,17611.0,224.0,3770484.0000000005,16908.0,223.0,4022697.0000000005,18039.0,223.0,4022251.0,18037.0,223.0,5303922.0,16679.0,318.0,,
2018-4-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2018-3-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2018-2-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2018-1-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-12-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-11-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-10-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-9-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-8-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-7-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-6-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-5-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-4-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-3-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-2-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2017-1-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-12-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-11-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-10-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-9-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-8-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-7-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-6-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-5-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-4-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-3-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-2-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
2016-1-15,,,8,,,2170,"EMERALD BAY(Block 2),KWUN CHUI RD|恆大•珺瓏灣2座,管翠路",,,325.0,,,323.0,,,311.0,,,224.0,,,223.0,,,223.0,,,223.0,,,318.0,,
