,lumpSum_avg,npsf_avg,final_address,lumpSum_33A,npsf_33A,nfa_33A,lumpSum_33B,npsf_33B,nfa_33B,nfa_avg,lumpSum_change,npsf_change
2020-12-15,29703366.0,13505.0,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",29503188.0,13546.0,2178.0,29903544.0,13464.0,2221.0,,0.01013494332637399,0.010135008788660693
2019-6-15,31325465.0,14242.5,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",31112729.999999996,14285.0,2178.0,31538200.0,14200.0,2221.0,,-0.008492731125182673,-0.008493160221379137
2019-5-15,31593782.5,14364.5,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",31380624.000000004,14408.0,2178.0,31806941.0,14321.0,2221.0,,0.04086786917702456,0.04086808448969248
2019-4-15,30353307.5,13800.5,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",30147876.0,13842.0,2178.0,30558739.000000004,13759.0,2221.0,,0.009472526432410922,0.009472606246799797
2019-3-15,30068483.0,13671.0,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",29864735.999999996,13712.0,2178.0,30272230.0,13630.0,2221.0,,0.042195664552315826,0.04219554030874795
2019-2-15,28851092.0,13117.5,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",28655946.0,13157.0,2178.0,29046238.0,13078.0,2221.0,,-0.005081873576141982,-0.0050817247525503095
2019-1-15,28998458.5,13184.5,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",28801872.0,13224.0,2178.0,29195045.0,13145.0,2221.0,,0.01685188468700427,0.016851766157643056
2018-12-15,28517878.5,12966.0,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",28324890.0,13005.0,2178.0,28710867.0,12927.0,2221.0,,-0.049552874179118134,-0.04955285148805155
2018-11-15,30004697.5,13642.0,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",29801574.000000004,13683.0,2178.0,30207821.0,13601.0,2221.0,,-0.0014679949544755821,-0.001500457456541593
2018-10-15,30048809.0,13662.5,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",29945322.0,13749.0,2178.0,30152296.0,13576.0,2221.0,,-0.07940837220434083,-0.07940839566066982
2018-9-15,32640758.5,14841.0,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",32528430.0,14935.0,2178.0,32753087.000000004,14747.0,2221.0,,,
2018-8-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2018-7-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2018-6-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2018-5-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2018-4-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2018-3-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2018-2-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2018-1-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-12-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-11-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-10-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-9-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-8-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-7-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-6-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-5-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-4-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-3-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-2-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2017-1-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-12-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-11-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-10-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-9-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-8-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-7-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-6-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-5-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-4-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-3-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-2-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,,,
2016-1-15,,,"JADE GROVE(Block 33),TSING FAT LANE|琨崙33座,青發里",,,2178.0,,,2221.0,2199.5,,
