,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,nfa_avg,lumpSum_change,npsf_change
2020-12-15,6439215.727109539,8770.166666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7262337.1896030335,8313.0,820.0,6738275.999999999,9411.0,716.0,6385811.297496336,8575.0,699.0,7301649.733032859,8358.0,820.0,5298103.535911402,8694.0,572.0,5649116.606613607,9270.0,572.0,,0.014445089764343111,0.008509496521455828
2020-1-15,6608734.333333333,9477.666666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7474300.0,9115.0,820.0,6738276.0,9411.0,716.0,6622326.0,9474.0,699.0,7625180.0,9299.0,820.0,5530096.0,9668.0,572.0,5662228.000000001,9899.0,572.0,,0.002618508701404121,0.0022736485891041713
2019-12-15,6591474.5,9456.166666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7471020.0,9111.0,820.0,6733980.0,9405.0,716.0,6618831.0,9469.0,699.0,7534980.000000001,9189.0,820.0,5527808.0,9664.0,572.0,5662228.0,9899.0,572.0,,0.004149556377659236,0.004141373024441286
2019-11-15,6564235.833333333,9417.166666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7439860.0,9073.0,820.0,6704624.0,9364.0,716.0,6590871.0,9429.0,699.0,7504640.0,9152.0,820.0,5504928.0,9624.0,572.0,5640492.0,9861.0,572.0,,0.01293524090463305,0.012997956183441461
2019-10-15,6480410.166666667,9296.333333333334,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7320959.999999999,8928.0,820.0,6637320.0,9270.0,716.0,6516777.0,9323.0,699.0,7421000.0,9050.0,820.0,5442580.0,9515.0,572.0,5543824.0,9692.0,572.0,,-0.024478005830080973,-0.024484941760816947
2019-9-15,6643018.0,9529.666666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7503820.0,9151.0,820.0,6803432.0,9502.0,716.0,6679644.0,9556.0,699.0,7607960.0,9278.0,820.0,5579288.0,9754.0,572.0,5683964.0,9937.0,572.0,,-0.026747070713917576,-0.026757446808510665
2019-8-15,6825582.333333333,9791.666666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7708820.0,9401.0,820.0,6989592.0,9762.0,716.0,6862782.0,9818.0,699.0,7817880.0,9534.0,820.0,5732584.0,10022.0,572.0,5841836.0,10213.0,572.0,,0.01497494402996069,0.01436513691771113
2019-7-15,6724877.666666667,9653.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7625180.0,9299.0,820.0,6912980.0,9655.0,716.0,6787290.0,9710.0,699.0,7573520.0,9236.0,820.0,5670236.0,9913.0,572.0,5780060.0,10105.0,572.0,,0.02489798078978578,0.0251154887697127
2019-6-15,6561509.333333333,9416.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7427560.0,9058.0,820.0,6734696.0,9406.0,716.0,6612540.0,9460.0,699.0,7437400.0,9070.0,820.0,5523804.0,9657.0,572.0,5633056.0,9848.0,572.0,,-0.026211613371560638,-0.026215098241985535
2019-5-15,6738126.5,9670.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7626820.0,9301.0,820.0,6915128.0,9658.0,716.0,6789387.0,9713.0,699.0,7639120.0,9316.0,820.0,5671952.0,9916.0,572.0,5786352.0,10116.0,572.0,,0.016665579055090696,0.016664038269463388
2019-4-15,6627672.5,9511.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7501360.0,9148.0,820.0,6800568.0,9498.0,716.0,6677547.0,9553.0,699.0,7515300.0,9165.0,820.0,5578716.0,9753.0,572.0,5692544.000000001,9952.0,572.0,,0.011981482735050175,0.012130885873902653
2019-3-15,6549203.333333333,9397.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7448060.0,9083.0,820.0,6699612.0,9357.0,716.0,6592968.0,9432.0,699.0,7423460.0,9053.0,820.0,5508360.0,9630.0,572.0,5622760.0,9830.0,572.0,,0.04976894793623976,0.0497654155495979
2019-2-15,6238709.333333333,8952.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7094640.0,8652.0,820.0,6380992.0,8912.0,716.0,6279816.0,8984.0,699.0,7072500.000000001,8625.0,820.0,5246956.0,9173.0,572.0,5357352.0,9366.0,572.0,,0.00028561069381161097,0.0005961251862891537
2019-1-15,6236928.0,8946.666666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7070040.0,8622.0,820.0,6337316.0,8851.0,716.0,6229488.0,8912.0,699.0,7181560.0,8758.0,820.0,5163444.0,9027.0,572.0,5439720.0,9510.0,572.0,,-0.007253220840187202,-0.007671688695813028
2018-12-15,6282496.333333333,9015.833333333334,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7126620.0,8691.0,820.0,6389584.0,8924.0,716.0,6281214.0,8986.0,699.0,7178280.0,8754.0,820.0,5206344.0,9102.0,572.0,5512936.000000001,9638.0,572.0,,-0.027581539057489612,-0.027575545129338908
2018-11-15,6460692.166666667,9271.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7329160.0,8938.0,820.0,6571448.0,9178.0,716.0,6460857.0,9243.0,699.0,7380820.0,9001.0,820.0,5355064.0,9362.0,572.0,5666803.999999999,9907.0,572.0,,-0.008088103250548206,-0.008218933856302457
2018-10-15,6513373.0,9348.333333333334,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7374260.0,8993.0,820.0,6633740.0,9265.0,716.0,6532854.0,9346.0,699.0,7424280.0,9054.0,820.0,5416268.0,9469.0,572.0,5698836.0,9963.0,572.0,,-0.031303312230928304,-0.03129425581154366
2018-9-15,6723851.833333333,9650.333333333334,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7612880.0,9284.0,820.0,6849256.0,9566.0,716.0,6744651.0,9649.0,699.0,7663720.000000001,9346.0,820.0,5591872.0,9776.0,572.0,5880732.0,10281.0,572.0,,0.011455898044282486,0.011459315934737813
2018-8-15,6647696.5,9541.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7526780.0,9179.0,820.0,6772644.0,9459.0,716.0,6669159.0,9541.0,699.0,7575980.0,9239.0,820.0,5529524.0,9667.0,572.0,5812092.0,10161.0,572.0,,-0.032893007352705395,-0.03271264911628535
2018-7-15,6873796.333333333,9863.666666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7810500.0,9525.0,820.0,6981000.0,9750.0,716.0,6865578.0,9822.0,699.0,7859700.0,9585.0,820.0,5697692.0,9961.0,572.0,6028308.0,10539.0,572.0,,0.041174228089094544,0.04118506007987177
2018-6-15,6601965.5,9473.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7502180.0,9149.0,820.0,6706056.0,9366.0,716.0,6595064.999999999,9435.0,699.0,7548100.0,9205.0,820.0,5472324.0,9567.0,572.0,5788068.0,10119.0,572.0,,0.029221874628365896,0.028963994134791227
2018-5-15,6414521.166666667,9206.833333333334,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7281600.0,8880.0,820.0,6508440.000000001,9090.0,716.0,6400743.0,9157.0,699.0,7324240.000000001,8932.0,820.0,5311020.0,9285.0,572.0,5661084.0,9897.0,572.0,,-0.0045358171807492464,-0.004541113293568544
2018-4-15,6443748.833333333,9248.833333333334,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7314400.0,8920.0,820.0,6538512.0,9132.0,716.0,6430101.0,9199.0,699.0,7357040.0,8972.0,820.0,5335044.0,9327.0,572.0,5687396.0,9943.0,572.0,,0.004444314545382522,0.004434549666956444
2018-3-15,6415237.5,9208.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7281600.0,8880.0,820.0,6509872.0,9092.0,716.0,6402141.0,9159.0,699.0,7323420.0,8931.0,820.0,5311592.0,9286.0,572.0,5662800.0,9900.0,572.0,,0.03292972921739268,0.032923888047562855
2018-2-15,6210720.166666667,8914.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",7049540.0,8597.0,820.0,6302948.0,8803.0,716.0,6198033.0,8867.0,699.0,7088900.0,8645.0,820.0,5142280.0,8990.0,572.0,5482620.0,9585.0,572.0,,0.04091497492903695,0.04090687943952531
2018-1-15,5966597.0,8564.166666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6772379.999999999,8259.0,820.0,6055928.0,8458.0,716.0,5954082.0,8518.0,699.0,6809280.0,8304.0,820.0,4940364.0,8637.0,572.0,5267547.999999999,9209.0,572.0,,-0.006548944672094437,-0.0065540174773799365
2017-12-15,6005929.5,8620.666666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6816660.0,8313.0,820.0,6096024.000000001,8514.0,716.0,5993925.000000001,8575.0,699.0,6853560.0,8358.0,820.0,4972968.0,8694.0,572.0,5302440.0,9270.0,572.0,,0.007173019743964337,0.007165667108030016
2017-11-15,5963155.666666667,8559.333333333334,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6768280.000000001,8254.0,820.0,6053064.0,8454.0,716.0,5951286.0,8514.0,699.0,6803540.0,8297.0,820.0,4937504.0,8632.0,572.0,5265259.999999999,9205.0,572.0,,0.02921309050774923,0.029302120495450446
2017-10-15,5793898.0,8315.666666666666,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6553439.999999999,7992.0,820.0,5980748.0,8353.0,716.0,5762556.0,8244.0,699.0,6587060.0,8033.0,820.0,4780776.0,8358.0,572.0,5098808.0,8914.0,572.0,,0.011689314880979795,0.01194605009633909
2017-9-15,5726953.833333333,8217.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6479640.0,7902.0,820.0,5922036.0,8271.0,716.0,5704539.0,8161.0,699.0,6520640.0,7952.0,820.0,4732156.0,8273.0,572.0,5002712.0,8746.0,572.0,,0.017288176568924785,0.017605052423016687
2017-8-15,5629627.833333333,8075.333333333333,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6361560.0,7758.0,820.0,5816067.999999999,8123.0,716.0,5570331.0,7969.0,699.0,6472260.0,7893.0,820.0,4645212.0,8121.0,572.0,4912336.0,8588.0,572.0,,-0.00996632373322126,-0.009971393543114049
2017-7-15,5686299.333333333,8156.666666666667,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6436999.999999999,7850.0,820.0,5886236.0,8221.0,716.0,5578020.0,7980.0,699.0,6546880.0,7984.0,820.0,4698980.0,8215.0,572.0,4970680.0,8690.0,572.0,,0.026319238571135273,0.026318548809898257
2017-6-15,5540478.166666667,7947.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6272180.000000001,7649.0,820.0,5736592.0,8012.0,716.0,5434725.0,7775.0,699.0,6377960.0,7778.0,820.0,4577144.0,8002.0,572.0,4844268.0,8469.0,572.0,,0.013757675677444459,0.013754836515157853
2017-5-15,5465288.5,7839.666666666667,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6186900.0,7545.0,820.0,5660696.0,7906.0,716.0,5360631.0,7669.0,699.0,6290220.0,7671.0,820.0,4514224.0,7892.0,572.0,4779060.0,8355.0,572.0,,-0.032054513323425016,-0.033333333333333326
2017-4-15,5646277.166666667,8110.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6350080.0,7744.0,820.0,5811056.000000001,8116.0,716.0,5520003.0,7897.0,699.0,6454220.0,7871.0,820.0,4632056.0,8098.0,572.0,5110248.0,8934.0,572.0,,0.047433717034441436,0.04760059420009033
2017-3-15,5390581.833333333,7741.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6090960.0,7428.0,820.0,5543272.0,7742.0,716.0,5262771.0,7529.0,699.0,6154920.0,7506.0,820.0,4416984.0,7722.0,572.0,4874584.0,8522.0,572.0,,0.03753305376214944,0.03745644599303133
2017-2-15,5195576.0,7462.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5884320.0,7176.0,820.0,5282648.0,7378.0,716.0,5083128.0,7272.0,699.0,5945820.0,7251.0,820.0,4266548.0,7459.0,572.0,4710992.0,8236.0,572.0,,-0.009564821100913945,-0.009578586439553227
2017-1-15,5245750.666666667,7534.166666666667,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5940900.0,7245.0,820.0,5334916.0,7451.0,716.0,5130660.0,7340.0,699.0,6002400.0,7320.0,820.0,4307160.0,7530.0,572.0,4758468.0,8319.0,572.0,,-0.018472039219076142,-0.018477505645301373
2016-12-15,5344474.0,7676.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",6052419.999999999,7381.0,820.0,5437304.0,7594.0,716.0,5225724.0,7476.0,699.0,6114739.999999999,7457.0,820.0,4387240.0,7670.0,572.0,4849416.0,8478.0,572.0,,0.042157858027750184,0.04189666093566191
2016-11-15,5128276.833333333,7367.333333333333,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5800680.0,7074.0,820.0,5213196.0,7281.0,716.0,5006937.0,7163.0,699.0,5860540.0,7147.0,820.0,4237948.0,7409.0,572.0,4650360.0,8130.0,572.0,,0.030493050642677044,0.030372252395048926
2016-10-15,4976527.333333333,7150.166666666667,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5642420.0,6881.0,820.0,5050664.0,7054.0,716.0,4848264.0,6936.0,699.0,5676040.0,6922.0,820.0,4136132.0,7231.0,572.0,4505644.0,7877.0,572.0,,0.004384026927125806,0.004377955705389347
2016-9-15,4954805.333333333,7119.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5617820.0,6851.0,820.0,5029900.0,7025.0,716.0,4825896.0,6904.0,699.0,5650620.0,6891.0,820.0,4117256.0,7198.0,572.0,4487340.0,7845.0,572.0,,0.043079727403402046,0.04307692307692301
2016-8-15,4750169.333333333,6825.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5386580.0,6569.0,820.0,4822976.0,6736.0,716.0,4624584.0,6616.0,699.0,5416920.0,6606.0,820.0,3946800.0,6900.0,572.0,4303156.0,7523.0,572.0,,0.004916121231156589,0.004907975460122671
2016-7-15,4726931.166666667,6791.666666666667,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5360340.0,6537.0,820.0,4800780.0,6705.0,716.0,4600119.0,6581.0,699.0,5389860.0,6573.0,820.0,3927352.0,6866.0,572.0,4283136.0,7488.0,572.0,,0.004048610084707471,0.004040802247080366
2016-6-15,4707870.833333333,6764.333333333333,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5339020.0,6511.0,820.0,4782880.0,6680.0,716.0,4579149.0,6551.0,699.0,5367720.0,6546.0,820.0,3911907.9999999995,6839.0,572.0,4266548.0,7459.0,572.0,,0.047515988054993796,0.04751580849141823
2016-5-15,4494318.833333333,6457.5,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5097120.0,6216.0,820.0,4567364.0,6379.0,716.0,4369449.0,6251.0,699.0,5124180.0,6249.0,820.0,3734588.0000000005,6529.0,572.0,4073212.0,7121.0,572.0,,-0.016714844124041006,-0.017123287671232834
2016-4-15,4570717.666666667,6570.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5174200.0,6310.0,820.0,4637532.0,6477.0,716.0,4433058.0,6342.0,699.0,5201260.0,6343.0,820.0,3846128.0,6724.0,572.0,4132128.0000000005,7224.0,572.0,,-0.016224403654579223,-0.016761448668063506
2016-3-15,4646097.833333333,6682.0,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5234880.0,6384.0,820.0,4747796.0,6631.0,716.0,4482687.0,6413.0,699.0,5261940.0,6417.0,820.0,3967964.0000000005,6937.0,572.0,4181320.0,7310.0,572.0,,-0.003931450802463932,-0.0034798170610459422
2016-2-15,4664435.833333333,6705.333333333333,"JADE HEIGHTS(Block 14,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,14座(翡翠閣),100 青山公路青龍頭段",5253740.0,6407.0,820.0,4765696.0,6656.0,716.0,4496667.0,6433.0,699.0,5321800.0,6490.0,820.0,3923920.0000000005,6860.0,572.0,4224792.0,7386.0,572.0,,0.0006474782743131069,0.0006715582638974205
