,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2022-12-15,3886675.625,12774.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3734400.0,12448.0,300.0,3663520.0000000005,13084.0,280.0,3493360.0,13436.0,260.0,4021800.0,13406.0,300.0,4045545.0,12843.0,315.0,3973435.0,11861.0,335.0,4189510.0,12506.0,335.0,3971835.0,12609.0,315.0,,0.003963267169637241,0.0036633274405815097
2021-7-15,4760145.625,15664.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4508700.0,15029.0,300.0,4469640.0,15963.0,280.0,4477200.0,17220.0,260.0,4936200.0,16454.0,300.0,4916520.0,15608.0,315.0,4878940.0,14564.0,335.0,4930195.0,14717.0,335.0,4963770.0,15758.0,315.0,,0.001289304595877283,0.001294436320924408
2021-6-15,4754016.25,15643.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4502400.0,15008.0,300.0,4463480.0,15941.0,280.0,4471740.0,17199.0,260.0,4928700.0,16429.0,300.0,4908960.0,15584.0,315.0,4875255.0,14553.0,335.0,4923495.0,14697.0,335.0,4958100.0,15740.0,315.0,,-0.005374807290720041,-0.005396169434951914
2021-5-15,4779706.25,15728.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4602000.0,15340.0,300.0,4477200.0,15990.0,280.0,4486040.0,17254.0,260.0,4941600.0,16472.0,300.0,4923450.0,15630.0,315.0,4893010.0,14606.0,335.0,4939240.0,14744.0,335.0,4975110.0,15794.0,315.0,,0.017754574055245387,0.01776210427552294
2021-4-15,4696325.0,15454.25,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4522500.0,15075.0,300.0,4398240.0,15708.0,280.0,4408040.0,16954.0,260.0,4853100.0,16177.0,300.0,4836825.0,15355.0,315.0,4810265.0,14359.0,335.0,4853145.0,14487.0,335.0,4888485.0,15519.0,315.0,,0.009199226498886715,0.009636271579531952
2021-3-15,4653516.25,15306.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4460700.0,14869.0,300.0,4336360.0,15487.0,280.0,4348760.0,16726.0,260.0,4785000.000000001,15950.0,300.0,4770360.0,15144.0,315.0,4916795.0,14677.0,335.0,4787820.0,14292.0,335.0,4822335.0,15309.0,315.0,,-0.014117001827669395,-0.01411353627412304
2021-2-15,4720150.625,15525.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4524600.0,15082.0,300.0,4397120.0,15704.0,280.0,4411940.0,16969.0,260.0,4851900.0,16173.0,300.0,4838715.0,15361.0,315.0,4987815.0,14889.0,335.0,4857165.0,14499.0,335.0,4891950.0,15530.0,315.0,,0.04245537337401051,0.04245979789841203
2021-1-15,4527916.25,14893.5,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4340400.0,14468.0,300.0,4216520.0,15059.0,280.0,4233320.0,16282.0,260.0,4652700.0,15509.0,300.0,4641525.0,14735.0,315.0,4785810.0,14286.0,335.0,4660185.0,13911.0,335.0,4692870.0,14898.0,315.0,,0.0014593365955641868,0.0014625044127287712
2020-12-15,4521318.125,14871.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4334100.0,14447.0,300.0,4208960.0,15032.0,280.0,4228380.0,16263.0,260.0,4644300.0,15481.0,300.0,4634595.0,14713.0,315.0,4779780.0,14268.0,335.0,4654490.0,13894.0,335.0,4685940.0,14876.0,315.0,,-0.0013001953330193938,-0.001116643018462371
2020-11-15,4527204.375,14888.375,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4305900.0,14353.0,300.0,4217080.0,15061.0,280.0,4239040.0,16304.0,260.0,4653600.0,15512.0,300.0,4545450.0,14430.0,315.0,4791840.0,14304.0,335.0,4768390.0,14234.0,335.0,4696335.0,14909.0,315.0,,-0.033101742252462096,-0.03323024975446631
2020-10-15,4682193.125,15400.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4472100.0,14907.0,300.0,4376960.0,15632.0,280.0,4402320.0,16932.0,260.0,4829700.0,16099.0,300.0,4719330.0,14982.0,315.0,4976090.0,14854.0,335.0,4951635.0,14781.0,335.0,4729410.0,15014.0,315.0,,0.008960838251980574,0.008884994595302897
2020-9-15,4640609.375,15264.5,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4623300.0,15411.0,300.0,4311440.0,15398.0,280.0,4338880.0,16688.0,260.0,4757400.0,15858.0,300.0,4650345.0,14763.0,315.0,4904400.0,14640.0,335.0,4879945.0,14567.0,335.0,4659165.0,14791.0,315.0,,0.003015405422893691,0.003022636922167088
2020-8-15,4626658.125,15218.5,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4612500.0,15375.0,300.0,4298840.0,15353.0,280.0,4328740.0,16649.0,260.0,4728000.0,15760.0,300.0,4638690.0,14726.0,315.0,4892675.0,14605.0,335.0,4867885.0,14531.0,335.0,4645935.0,14749.0,315.0,,-0.03364781175522091,-0.0336463285894576
2020-7-15,4787755.625,15748.375,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4774500.0,15915.0,300.0,4447240.0,15883.0,280.0,4480840.0,17234.0,260.0,4890000.0,16300.0,300.0,4800285.0,15239.0,315.0,5064195.0,15117.0,335.0,5038400.0,15040.0,335.0,4806585.0,15259.0,315.0,,0.02985201440263907,0.029987164708671576
2020-6-15,4648974.375,15289.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4682100.0,15607.0,300.0,4358760.0,15567.0,280.0,4394260.0,16901.0,260.0,4432500.0,14775.0,300.0,4706415.0,14941.0,315.0,4966040.0,14824.0,335.0,4940580.0,14748.0,335.0,4711140.0,14956.0,315.0,,-0.01085940971981203,-0.010860248095615477
2020-5-15,4700013.75,15457.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4737300.0,15791.0,300.0,4404680.0,15731.0,280.0,4442880.0,17088.0,260.0,4481400.0,14938.0,300.0,4757445.0,15103.0,315.0,5020980.0,14988.0,335.0,4994515.0,14909.0,335.0,4760910.0,15114.0,315.0,,0.013053806740614071,0.012983608705980698
2020-4-15,4639451.25,15259.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4685700.0,15619.0,300.0,4352880.0,15546.0,280.0,4395820.0,16907.0,260.0,4431300.0,14771.0,300.0,4703580.0,14932.0,315.0,4964700.0,14820.0,335.0,4937900.0,14740.0,335.0,4643730.0,14742.0,315.0,,-0.027223660970411956,-0.027259398556152337
2020-3-15,4769288.75,15687.25,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4824300.0,16081.0,300.0,4477200.0,15990.0,280.0,4523480.0,17398.0,260.0,4560900.0,15203.0,300.0,4802490.0,15246.0,315.0,5108415.0,15249.0,335.0,5079605.0,15163.0,335.0,4777920.0,15168.0,315.0,,0.018021888066529268,0.01811544233967477
2020-2-15,4684858.75,15408.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4736100.0,15787.0,300.0,4392360.0,15687.0,280.0,4438720.0,17072.0,260.0,4477500.0,14925.0,300.0,4712085.0,14959.0,315.0,5012605.0,14963.0,335.0,5021985.0,14991.0,335.0,4687515.0,14881.0,315.0,,0.004670060613078952,0.004670231147915205
2020-1-15,4663081.875,15336.5,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4716300.0,15721.0,300.0,4370800.0,15610.0,280.0,4417660.0,16991.0,260.0,4458300.0,14861.0,300.0,4689405.0,14887.0,315.0,4989155.0,14893.0,335.0,4998200.0,14920.0,335.0,4664835.0,14809.0,315.0,,-0.022501154575558346,-0.022273223521161567
2019-12-15,4770421.875,15685.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4839900.0,16133.0,300.0,4378640.0,15638.0,280.0,4531280.0,17428.0,260.0,4575300.0,15251.0,300.0,4809735.0,15269.0,315.0,5117460.0,15276.0,335.0,5126840.0,15304.0,335.0,4784220.0,15188.0,315.0,,-0.006023107918998072,-0.006004198186066789
2019-11-15,4799328.75,15780.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4870200.0,16234.0,300.0,4403560.0,15727.0,280.0,4557280.0,17528.0,260.0,4603800.0,15346.0,300.0,4836825.0,15355.0,315.0,5155650.0,15390.0,335.0,5156320.0,15392.0,335.0,4810995.0,15273.0,315.0,,0.04646034341782501,0.046460543766578155
2019-10-15,4586250.0,15080.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4656000.0,15520.0,300.0,4207560.0,15027.0,280.0,4354220.0,16747.0,260.0,4401000.0,14670.0,300.0,4621050.0,14670.0,315.0,4926510.0,14706.0,335.0,4927180.000000001,14708.0,335.0,4596480.0,14592.0,315.0,,-0.03017044840276817,-0.03017050798678378
2019-9-15,4728923.75,15549.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4803000.0,16010.0,300.0,4338040.0,15493.0,280.0,4488900.0,17265.0,260.0,4539300.0,15131.0,300.0,4763745.0,15123.0,315.0,5079270.0,15162.0,335.0,5080275.0,15165.0,335.0,4738860.0,15044.0,315.0,,0.003927193406115137,0.003930398850741756
2019-8-15,4710425.0,15488.25,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4786500.0,15955.0,300.0,4320400.0,15430.0,280.0,4470180.0,17193.0,260.0,4522800.0,15076.0,300.0,4743585.0,15059.0,315.0,5059170.0,15102.0,335.0,5060175.0,15105.0,335.0,4720590.0,14986.0,315.0,,-0.04353891161096868,-0.0435809559095961
2019-7-15,4924847.5,16194.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5120400.0,17068.0,300.0,4501560.0,16077.0,280.0,4657120.0,17912.0,260.0,4714500.0,15715.0,300.0,4941720.0,15688.0,315.0,5271225.0,15735.0,335.0,5272900.0,15740.0,335.0,4919355.0,15617.0,315.0,,0.00915813754354855,0.009160590764628829
2019-6-15,4880154.375,16047.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5073000.0,16910.0,300.0,4460680.0,15931.0,280.0,4614220.0,17747.0,260.0,4673700.0,15579.0,300.0,4895730.0,15542.0,315.0,5223320.0,15592.0,335.0,5225330.0,15598.0,335.0,4875255.0,15477.0,315.0,,0.0016593306335910274,0.00166194611549364
2019-5-15,4872070.0,16020.375,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5064000.0,16880.0,300.0,4453400.0,15905.0,280.0,4605900.0,17715.0,260.0,4667700.0,15559.0,300.0,4886910.0,15514.0,315.0,5214945.0,15567.0,335.0,5216955.0,15573.0,335.0,4866750.0,15450.0,315.0,,0.016795564313951905,0.01673092484173444
2019-4-15,4791592.5,15756.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4956300.0,16521.0,300.0,4358480.0,15566.0,280.0,4507880.0,17338.0,260.0,4753500.0,15845.0,300.0,4782330.0,15182.0,315.0,5104395.0,15237.0,335.0,5106740.0,15244.0,335.0,4763115.0,15121.0,315.0,,0.0326760832019346,0.032484765087477774
2019-3-15,4639976.25,15261.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4809000.0,16030.0,300.0,4229120.0,15104.0,280.0,4373720.0,16822.0,260.0,4613400.0,15378.0,300.0,4639950.0,14730.0,315.0,4942590.0,14754.0,335.0,4890665.0,14599.0,335.0,4621365.0,14671.0,315.0,,0.05145975766447841,0.05145849301973082
2019-2-15,4412890.0,14514.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4573500.0,15245.0,300.0,4022200.0,14365.0,280.0,4159480.0,15998.0,260.0,4388700.0,14629.0,300.0,4412520.0,14008.0,315.0,4700050.0,14030.0,335.0,4651475.0,13885.0,335.0,4395195.0,13953.0,315.0,,0.017575110871295818,0.01741058128734907
2019-1-15,4336672.5,14265.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4490400.0,14968.0,300.0,3949120.0,14104.0,280.0,4116320.0,15832.0,260.0,4309800.0,14366.0,300.0,4331880.0,13752.0,315.0,4613619.999999999,13772.0,335.0,4567055.0,13633.0,335.0,4315185.0,13699.0,315.0,,0.018482377186338494,0.018209394655841482
2018-12-15,4257975.0,14010.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4386000.0,14620.0,300.0,3984400.0,14230.0,280.0,4020380.0,15463.0,260.0,4210800.0,14036.0,300.0,4279590.0,13586.0,315.0,4506085.0,13451.0,335.0,4461530.0,13318.0,335.0,4215015.0,13381.0,315.0,,-0.04196409763001163,-0.04196760545322453
2018-11-15,4444483.75,14624.375,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4577700.0,15259.0,300.0,4160800.0,14860.0,280.0,4195620.0,16137.0,260.0,4395900.0,14653.0,300.0,4467645.0,14183.0,315.0,4702395.0,14037.0,335.0,4656834.999999999,13901.0,335.0,4398975.0,13965.0,315.0,,-0.05665190059893377,-0.05664408966295764
2018-10-15,4711393.125,15502.5,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4850400.0,16168.0,300.0,4411400.0,15755.0,280.0,4444960.0,17096.0,260.0,4659000.0,15530.0,300.0,4734765.0,15031.0,315.0,4981785.0,14871.0,335.0,4934550.0,14730.0,335.0,4674285.0,14839.0,315.0,,-0.04977559855511793,-0.04977895599806925
2018-9-15,4958190.0,16314.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5103900.0,17013.0,300.0,4644640.0,16588.0,280.0,4676620.0,17987.0,260.0,4903500.0,16345.0,300.0,4983300.0,15820.0,315.0,5241075.0,15645.0,335.0,5192500.0,15500.0,335.0,4919985.0,15619.0,315.0,,-0.02770912987910068,-0.02771218069533732
2018-8-15,5099492.5,16779.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5249400.0,17498.0,300.0,4779320.0,17069.0,280.0,4808440.0,18494.0,260.0,5043600.0,16812.0,300.0,5125680.0,16272.0,315.0,5388810.0,16086.0,335.0,5339900.0,15940.0,335.0,5060790.0,16066.0,315.0,,0.007590778638925544,0.0076869374610586405
2018-7-15,5061075.0,16651.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5217300.0,17391.0,300.0,4703720.0,16799.0,280.0,4776200.0,18370.0,260.0,5011500.0,16705.0,300.0,5093235.0,16169.0,315.0,5352295.0,15977.0,335.0,5305060.0,15836.0,335.0,5029290.0,15966.0,315.0,,0.04705158413727939,0.046901646430115074
2018-6-15,4833644.375,15905.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4976100.0,16587.0,300.0,4550000.0,16250.0,280.0,4552600.0,17510.0,260.0,4778700.0,15929.0,300.0,4856670.0,15418.0,315.0,5101715.0,15229.0,335.0,5057495.0,15097.0,335.0,4795875.0,15225.0,315.0,,0.009972620185319858,0.009969124288628395
2018-5-15,4785916.25,15748.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4928400.0,16428.0,300.0,4506600.0,16095.0,280.0,4506320.0,17332.0,260.0,4731600.0,15772.0,300.0,4808790.0,15266.0,315.0,5049455.0,15073.0,335.0,5006910.0,14946.0,335.0,4749255.0,15077.0,315.0,,0.031350083996648515,0.03114155699600607
