,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2022-12-15,3612470.125,13096.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3552227.9999999995,12732.0,279.0,3800775.0,14905.0,255.0,3481835.0,13139.0,265.0,3529075.0,12833.0,275.0,3504600.0,12744.0,275.0,3525200.0,12590.0,280.0,3773865.0,12455.0,303.0,3732183.0,13377.0,279.0,,0.009144566567078183,0.009140292412305184
2019-11-15,4355391.625,15773.125,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4333428.0,15532.0,279.0,4310775.0,16905.0,255.0,4108825.0,15505.0,265.0,4496250.0,16350.0,275.0,4233900.0,15396.0,275.0,4133919.9999999995,14764.0,280.0,4703166.0,15522.0,303.0,4522869.0,16211.0,279.0,,0.041105072507613416,0.04065811719104362
2019-10-15,4183431.375,15156.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4141755.0,14845.0,279.0,4291650.0,16830.0,255.0,3927300.0,14820.0,265.0,4296050.0,15622.0,275.0,4044425.0,14707.0,275.0,3948560.0,14102.0,280.0,4493490.0,14830.0,303.0,4324221.0,15499.0,279.0,,-0.03006488800772411,-0.03006863231318091
2019-9-15,4313104.375,15626.75,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4271490.0,15310.0,279.0,4425015.0,17353.0,255.0,4051055.0,15287.0,265.0,4426125.0,16095.0,275.0,4169275.0,15161.0,275.0,4068680.0,14531.0,280.0,4632264.0,15288.0,303.0,4460931.0,15989.0,279.0,,0.002655211071481922,0.0025984441414708126
2019-8-15,4301682.5,15586.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4255866.0,15254.0,279.0,4407675.0,17285.0,255.0,4080470.0,15398.0,265.0,4409075.0,16033.0,275.0,4151950.0,15098.0,275.0,4049360.0,14462.0,280.0,4613478.0,15226.0,303.0,4445586.0,15934.0,279.0,,-0.03571624214846936,-0.03569080855342022
2019-7-15,4461013.125,16163.125,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4435542.0,15898.0,279.0,4592805.0,18011.0,255.0,4251395.0,16043.0,265.0,4594700.0,16708.0,275.0,4323000.0,15720.0,275.0,4004000.0,14300.0,280.0,4851636.0,16012.0,303.0,4635027.0,16613.0,279.0,,0.007772316642553401,0.007786073917042113
2019-6-15,4426608.125,16038.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4442796.0,15924.0,279.0,4551495.0,17849.0,255.0,4212440.0,15896.0,265.0,4553450.0,16558.0,275.0,4283675.0,15577.0,275.0,3966760.0,14167.0,280.0,4807398.0,15866.0,303.0,4594851.0,16469.0,279.0,,-0.0015748241506982064,-0.0015874251031048336
2019-5-15,4433590.25,16063.75,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4436937.0,15903.0,279.0,4544355.0,17821.0,255.0,4205285.0,15869.0,265.0,4659325.0,16943.0,275.0,4276525.0,15551.0,275.0,3959760.0,14142.0,280.0,4799217.0,15839.0,303.0,4587318.0,16442.0,279.0,,0.0216234818609069,0.021623340488115206
2019-4-15,4339749.75,15723.75,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4344588.0,15572.0,279.0,4448220.0,17444.0,255.0,4115980.0,15532.0,265.0,4560600.0,16584.0,275.0,4185774.9999999995,15221.0,275.0,3875200.0,13840.0,280.0,4697409.0,15503.0,303.0,4490226.0,16094.0,279.0,,0.023633076199488734,0.023731627520874987
2019-3-15,4239556.0,15359.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4216806.0,15114.0,279.0,4316385.0,16927.0,255.0,3993815.0,15071.0,265.0,4425300.0,16092.0,275.0,4033700.0,14668.0,275.0,3892000.0,13900.0,280.0,4557423.0,15041.0,303.0,4481019.0,16061.0,279.0,,0.057096942700093356,0.05745365668944391
2019-2-15,4010565.0,14524.75,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4010904.0,14376.0,279.0,3966270.0,15554.0,255.0,3800100.0,14340.0,265.0,4208875.0,15305.0,275.0,3838450.0,13958.0,275.0,3665200.0,13090.0,280.0,4334112.0,14304.0,303.0,4260609.0,15271.0,279.0,,0.01840132881380896,0.018405230591246102
2019-1-15,3938098.75,14262.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3938643.0,14117.0,279.0,3891810.0,15262.0,255.0,3733055.0,14087.0,265.0,4132700.0000000005,15028.0,275.0,3770800.0,13712.0,275.0,3600240.0,12858.0,280.0,4255332.0,14044.0,303.0,4182210.0,14990.0,279.0,,0.023646505618591274,0.023649315461771625
2018-12-15,3847127.625,13932.75,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3847968.0,13792.0,279.0,3798990.0,14898.0,255.0,3648785.0,13769.0,265.0,4037275.0,14681.0,275.0,3685550.0,13402.0,275.0,3518200.0000000005,12565.0,280.0,4156251.0,13717.0,303.0,4084002.0,14638.0,279.0,,-0.04433930952327947,-0.04430287492819107
2018-11-15,4025620.875,14578.625,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4016763.0,14397.0,279.0,3962445.0,15539.0,255.0,3810435.0000000005,14379.0,265.0,4213825.0,15323.0,275.0,3848625.0,13995.0,275.0,3753680.0,13406.0,280.0,4337748.0,14316.0,303.0,4261446.0,15274.0,279.0,,-0.0705704824311234,-0.07037414911763296
2018-10-15,4331281.5,15682.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4256982.0,15258.0,279.0,4196025.0,16455.0,255.0,4039925.0,15245.0,265.0,4465175.0,16237.0,275.0,4079900.0,14836.0,275.0,4502400.0,16080.0,280.0,4595904.0,15168.0,303.0,4513941.0,16179.0,279.0,,-0.06401517013730373,-0.0646118517193045
2018-9-15,4627512.5,16765.5,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4479903.0,16057.0,279.0,4412265.0,17303.0,255.0,4814255.0,18167.0,265.0,4698925.0,17087.0,275.0,4294675.0,15617.0,275.0,4735920.0,16914.0,280.0,4835577.0,15959.0,303.0,4748580.0,17020.0,279.0,,-0.02699173360482876,-0.027008204748743214
2018-8-15,4755882.0,17230.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4774248.0,17112.0,279.0,4534155.0,17781.0,255.0,4950465.0,18681.0,265.0,4832025.0,17571.0,275.0,4418150.0,16066.0,275.0,4684120.0,16729.0,280.0,4972230.0,16410.0,303.0,4881663.0,17497.0,279.0,,0.006774515864077735,0.006777729898699292
2018-7-15,4723880.0,17114.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4741884.0,16996.0,279.0,4501515.0,17653.0,255.0,4918400.0,18560.0,265.0,4799850.0,17454.0,275.0,4390925.0,15967.0,275.0,4651080.0,16611.0,280.0,4939203.0,16301.0,303.0,4848183.0,17377.0,279.0,,0.046887379763971726,0.046941428352959225
2018-6-15,4512309.625,16347.5,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4519521.0,16199.0,279.0,4288590.0,16818.0,255.0,4689175.0,17695.0,265.0,4539975.0,16509.0,275.0,4187700.0,15228.0,275.0,4544680.0,16231.0,280.0,4708317.0,15539.0,303.0,4620519.0,16561.0,279.0,,0.017622756064773037,0.017703591299949473
