,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4017935.0,13025.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4098299.9999999995,13661.0,300.0,3900120.0,13929.0,280.0,3754240.0,13408.0,280.0,3566100.0,11887.0,300.0,4205120.0,13141.0,320.0,4293744.0,12779.0,336.0,4141535.9999999995,12326.0,336.0,4184320.0,13076.0,320.0,,0.009343993665497763,0.009356747803682675
2022-1-15,4896206.5,15872.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4943700.0,16479.0,300.0,4779600.0,17070.0,280.0,4562880.0,16296.0,280.0,4347600.0,14492.0,300.0,5125120.0,16016.0,320.0,5225808.0,15553.0,336.0,5046384.0,15019.0,336.0,5138560.0,16058.0,320.0,,0.02959400673707968,0.029594674580201596
2021-12-15,4755473.0,15416.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4800600.0,16002.0,300.0,4641560.0,16577.0,280.0,4432120.0,15829.0,280.0,4224000.0,14080.0,300.0,4977920.0,15556.0,320.0,5074608.0,15103.0,336.0,4902576.0,14591.0,336.0,4990400.0,15595.0,320.0,,0.00034551084646361474,0.00029197790700496995
2021-11-15,4753830.5,15412.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4792800.0,15976.0,300.0,4644360.0,16587.0,280.0,4426520.0,15809.0,280.0,4251300.0,14171.0,300.0,4971200.0,15535.0,320.0,5066880.0,15080.0,336.0,4895184.0,14569.0,336.0,4982400.0,15570.0,320.0,,-0.01010307664020249,-0.010107903272423613
2021-10-15,4802349.0,15569.5,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4840800.0,16136.0,300.0,4691120.0,16754.0,280.0,4472160.0,15972.0,280.0,4297800.0,14326.0,300.0,5022080.0,15694.0,320.0,5117280.0,15230.0,336.0,4944912.0,14717.0,336.0,5032640.0,15727.0,320.0,,-0.025054600689192852,-0.025063009752813947
2021-9-15,4925762.0,15969.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4964400.0,16548.0,300.0,4811520.0,17184.0,280.0,4587800.0,16385.0,280.0,4411800.0,14706.0,300.0,5150720.0,16096.0,320.0,5246976.0,15616.0,336.0,5071920.0,15095.0,336.0,5160960.0,16128.0,320.0,,0.02420833146197321,0.024210745723035387
2021-8-15,4809336.0,15592.25,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4845600.0,16152.0,300.0,4696440.0,16773.0,280.0,4479160.0,15997.0,280.0,4310400.0,14368.0,300.0,5027840.0,15712.0,320.0,5123328.0,15248.0,336.0,4950960.0,14735.0,336.0,5040960.0,15753.0,320.0,,-0.013943149152053413,-0.013936648722144507
2021-7-15,4877341.5,15812.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4915200.0,16384.0,300.0,4764480.0,17016.0,280.0,4544960.0,16232.0,280.0,4359900.0,14533.0,300.0,5100480.0,15939.0,320.0,5197584.0,15469.0,336.0,5022528.0,14948.0,336.0,5113600.0,15980.0,320.0,,0.002850841368309265,0.0027108648610087993
2021-6-15,4863476.5,15769.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4908300.0,16361.0,300.0,4758040.0,16993.0,280.0,4539920.0,16214.0,280.0,4358400.0,14528.0,300.0,5093440.0,15917.0,320.0,5126688.0,15258.0,336.0,5016144.0,14929.0,336.0,5106880.0,15959.0,320.0,,-0.004127969406401255,-0.003955471340596928
2021-5-15,4883636.0,15832.5,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4923300.0,16411.0,300.0,4772040.0,17043.0,280.0,4542720.0,16224.0,280.0,4376100.0,14587.0,300.0,5109440.0,15967.0,320.0,5142480.0,15305.0,336.0,5116608.0,15228.0,336.0,5086400.0,15895.0,320.0,,0.02117699211268076,0.021056365277956957
2021-4-15,4782360.0,15506.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4837200.0,16124.0,300.0,4687760.0,16742.0,280.0,4462360.0,15937.0,280.0,4303800.0,14346.0,300.0,4888320.0,15276.0,320.0,5052768.0,15038.0,336.0,5028912.0,14967.0,336.0,4997760.0,15618.0,320.0,,0.01185561344524122,0.012008876125832124
2021-3-15,4726326.5,15322.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4771500.0,15905.0,300.0,4623360.0,16512.0,280.0,4401040.0,15718.0,280.0,4249800.0,14166.0,300.0,4819520.0,15061.0,320.0,4984224.0,14834.0,336.0,5030928.0,14973.0,336.0,4930240.0,15407.0,320.0,,-0.01420347887462603,-0.014202763346254699
2021-2-15,4794424.0,15542.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4840200.0,16134.0,300.0,4689160.0,16747.0,280.0,4463480.0,15941.0,280.0,4314600.0,14382.0,300.0,4886720.0,15271.0,320.0,5055456.0,15046.0,336.0,5104176.0,15191.0,336.0,5001600.0,15630.0,320.0,,0.04342735355141447,0.04354029239471613
2021-1-15,4594880.5,14894.25,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4645500.0,15485.0,300.0,4497920.0,16064.0,280.0,4242000.0,15150.0,280.0,4141800.0,13806.0,300.0,4686080.0,14644.0,320.0,4849488.0,14433.0,336.0,4897536.0,14576.0,336.0,4798720.0,14996.0,320.0,,0.0018588835796617964,0.001773958955129773
2020-12-15,4586355.0,14867.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4641300.0,15471.0,300.0,4490920.0,16039.0,280.0,4236680.0,15131.0,280.0,4137300.0,13791.0,300.0,4677440.0,14617.0,320.0,4791696.0,14261.0,336.0,4891824.0,14559.0,336.0,4823680.0,15074.0,320.0,,-0.001109888791146818,-0.0012175869944914819
2020-11-15,4591451.0,14886.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4654200.0,15514.0,300.0,4501000.0,16075.0,280.0,4247040.0,15168.0,280.0,4147800.0,13826.0,300.0,4686720.0,14646.0,320.0,4803792.0,14297.0,336.0,4855536.0,14451.0,336.0,4835519.999999999,15111.0,320.0,,-0.03435292227294062,-0.03448164033046597
2020-10-15,4754792.0,15417.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4834800.0,16116.0,300.0,4673200.0,16690.0,280.0,4410280.0,15751.0,280.0,4307400.0,14358.0,300.0,4788160.0,14963.0,320.0,4988256.0,14846.0,336.0,5014800.0,14925.0,336.0,5021440.0,15692.0,320.0,,-0.0007684227327457993,-0.0011903990671158216
2020-9-15,4758448.5,15436.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4766400.0,15888.0,300.0,4604320.0,16444.0,280.0,4346720.0,15524.0,280.0,4823700.0,16079.0,300.0,4718080.0,14744.0,320.0,4916016.0,14631.0,336.0,4943232.0,14712.0,336.0,4949120.0,15466.0,320.0,,0.004303026523194475,0.0045064831535621686
2020-8-15,4738060.5,15366.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4755900.0,15853.0,300.0,4592280.0,16401.0,280.0,4262160.0,15222.0,280.0,4813200.0,16044.0,300.0,4705920.0,14706.0,320.0,4905264.0,14599.0,336.0,4932480.0,14680.0,336.0,4937280.0,15429.0,320.0,,-0.03774947138331297,-0.037849260389762884
2020-7-15,4923936.5,15971.25,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5080200.0,16934.0,300.0,4752160.0,16972.0,280.0,4411120.0,15754.0,280.0,4982700.0,16609.0,300.0,4870080.0,15219.0,320.0,5078304.0,15114.0,336.0,5106528.0,15198.0,336.0,5110400.0,15970.0,320.0,,0.015770326498868448,0.01610402004055822
2020-6-15,4847490.0,15718.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4982400.0,16608.0,300.0,4658920.0,16639.0,280.0,4324880.0,15446.0,280.0,4887000.0,16290.0,300.0,4775040.0,14922.0,320.0,5117280.0,15230.0,336.0,5023200.0,14950.0,336.0,5011200.0,15660.0,320.0,,-0.009509848884299177,-0.009468518358054956
2020-5-15,4894031.5,15868.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5037900.0,16793.0,300.0,4709040.0,16818.0,280.0,4371920.0,15614.0,280.0,4887600.0,16292.0,300.0,4826560.0,15083.0,320.0,5174736.0,15401.0,336.0,5077296.0,15111.0,336.0,5067200.0,15835.0,320.0,,0.011348981863926522,0.011352591577572069
2020-4-15,4839112.5,15690.25,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4982100.0,16607.0,300.0,4655280.0,16626.0,280.0,4322360.0,15437.0,280.0,4833000.0,16110.0,300.0,4771840.0,14912.0,320.0,5117952.0,15232.0,336.0,5019168.0,14938.0,336.0,5011200.0,15660.0,320.0,,-0.03079289072368785,-0.03056094038415491
2020-3-15,4992857.0,16184.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5126700.0,17089.0,300.0,4788280.0,17101.0,280.0,4446400.0,15880.0,280.0,4972500.0,16575.0,300.0,4908480.0,15339.0,320.0,5296368.0,15763.0,336.0,5247648.0,15618.0,336.0,5156480.0,16114.0,320.0,,0.023280660435604617,0.023395695508184433
2020-2-15,4879264.5,15814.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5030100.0,16767.0,300.0,4696720.0,16774.0,280.0,4361560.0,15577.0,280.0,4727400.0,15758.0,300.0,4814720.0,15046.0,320.0,5195568.0,15463.0,336.0,5148528.0,15323.0,336.0,5059520.0,15811.0,320.0,,0.007744798075743464,0.007517419868604325
2020-1-15,4841766.0,15696.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5006400.0,16688.0,300.0,4672920.0,16689.0,280.0,4339720.0,15499.0,280.0,4704000.0,15680.0,300.0,4790400.0,14970.0,320.0,5169696.0,15386.0,336.0,5015472.0,14927.0,336.0,5035520.0,15736.0,320.0,,-0.022732458668234035,-0.022671377871863574
2019-12-15,4954391.5,16061.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5135100.0,17117.0,300.0,4792760.0,17117.0,280.0,4450040.0,15893.0,280.0,4735200.0,15784.0,300.0,4912000.0,15350.0,320.0,5301072.0,15777.0,336.0,5144160.0,15310.0,336.0,5164800.0,16140.0,320.0,,-0.00211113154354603,-0.0017635862176125228
2019-11-15,4964873.0,16089.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5164200.0,17214.0,300.0,4683840.0,16728.0,280.0,4474120.0,15979.0,280.0,4761000.0,15870.0,300.0,4938560.0,15433.0,320.0,5329968.0,15863.0,336.0,5173056.0,15396.0,336.0,5194240.0,16232.0,320.0,,0.04369713257636554,0.0439342081785592
2019-10-15,4757005.5,15412.25,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4934700.0,16449.0,300.0,4475240.0,15983.0,280.0,4273920.0,15264.0,280.0,4549800.0,15166.0,300.0,4719360.0,14748.0,320.0,5091744.0,15154.0,336.0,5048400.0,15025.0,336.0,4962880.0,15509.0,320.0,,-0.030057478764053625,-0.030058449169675705
2019-9-15,4904420.0,15889.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5088000.0,16960.0,300.0,4613840.0,16478.0,280.0,4405520.0,15734.0,280.0,4692000.0,15640.0,300.0,4866560.0,15208.0,320.0,5248320.0,15620.0,336.0,5204640.0,15490.0,336.0,5116480.0,15989.0,320.0,,0.0027147034373566914,0.0026739233317558675
2019-8-15,4891142.0,15847.5,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5115900.0,17053.0,300.0,4595360.0,16412.0,280.0,4387880.0,15671.0,280.0,4676700.0,15589.0,300.0,4848320.0,15151.0,320.0,5226144.0,15554.0,336.0,5183472.0,15427.0,336.0,5095360.0,15923.0,320.0,,-0.041650640758741475,-0.041694382294249266
2019-7-15,5103715.0,16537.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5330700.0,17769.0,300.0,4787720.0,17099.0,280.0,4572120.0,16329.0,280.0,4933500.0,16445.0,300.0,5052480.0,15789.0,320.0,5444208.0,16203.0,336.0,5400192.0,16072.0,336.0,5308800.0,16590.0,320.0,,0.004332014024437836,0.0041899441340782495
2019-6-15,5081701.0,16468.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5282400.0,17608.0,300.0,4744040.0,16943.0,280.0,4530680.0,16181.0,280.0,5085000.0,16950.0,300.0,5006720.0,15646.0,320.0,5393808.0,16053.0,336.0,5350800.0,15925.0,336.0,5260160.0,16438.0,320.0,,-0.001998379182998611,-0.0021057096544515597
2019-5-15,5091876.5,16502.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5273700.0,17579.0,300.0,4735920.0,16914.0,280.0,4523400.0,16155.0,280.0,5226600.0,17422.0,300.0,4998720.0,15621.0,320.0,5384064.0,16024.0,336.0,5341728.0,15898.0,336.0,5250880.0,16409.0,320.0,,0.02099394527083054,0.020980751533149267
2019-4-15,4987176.0,16163.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5162100.0,17207.0,300.0,4634000.0,16550.0,280.0,4427640.0,15813.0,280.0,5141700.0,17139.0,300.0,4893440.0,15292.0,320.0,5271168.0,15688.0,336.0,5228160.0,15560.0,336.0,5139200.0,16060.0,320.0,,0.03055220109254919,0.03055588762701733
2019-3-15,4839324.0,15684.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5009400.0,16698.0,300.0,4494840.0,16053.0,280.0,4296600.0,15345.0,280.0,4990200.0,16634.0,300.0,4748800.0,14840.0,320.0,5115264.0,15224.0,336.0,5072928.0,15098.0,336.0,4986560.0,15583.0,320.0,,0.04955206711478399,0.04962231163681685
2019-2-15,4610847.0,14942.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4764600.0,15882.0,300.0,4273640.0,15263.0,280.0,4086880.0,14596.0,280.0,4746600.0,15822.0,300.0,4517120.0,14116.0,320.0,4865280.0,14480.0,336.0,4825296.0,14361.0,336.0,4807360.0,15023.0,320.0,,0.019810323583216105,0.01976523979321998
2019-1-15,4521279.0,14653.25,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4678800.0,15596.0,300.0,4194680.0,14981.0,280.0,4013239.9999999995,14333.0,280.0,4661400.0,15538.0,300.0,4435840.0,13862.0,320.0,4777584.0,14219.0,336.0,4738608.0,14103.0,336.0,4670080.0,14594.0,320.0,,0.01746770144465426,0.017198292318906017
2018-12-15,4443658.5,14405.5,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4570800.0,15236.0,300.0,4096120.0,14629.0,280.0,4062240.0,14508.0,280.0,4519500.0,15065.0,300.0,4333760.0,13543.0,320.0,4667040.0,13890.0,336.0,4629408.0,13778.0,336.0,4670400.0,14595.0,320.0,,-0.04380480886515292,-0.04399114038507801
2018-11-15,4647229.5,15068.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4770900.0,15903.0,300.0,4347000.0,15525.0,280.0,4240600.0,15145.0,280.0,4716600.0,15722.0,300.0,4523840.0,14137.0,320.0,4871664.0,14499.0,336.0,4832352.0,14382.0,336.0,4874880.0,15234.0,320.0,,-0.05624766396277814,-0.056243198597051625
2018-10-15,4924204.5,15966.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5055000.0,16850.0,300.0,4605160.0,16447.0,280.0,4494000.0,16050.0,280.0,4996500.0,16655.0,300.0,4794240.0,14982.0,320.0,5162640.0,15365.0,336.0,5120976.0,15241.0,336.0,5165120.0,16141.0,320.0,,-0.04528327676813504,-0.04543722115521143
2018-9-15,5157765.0,16726.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5319000.0,17730.0,300.0,4844560.0,17302.0,280.0,4729480.0,16891.0,280.0,5256600.0,17522.0,300.0,5045760.0,15768.0,320.0,5433120.0,16170.0,336.0,5389440.0,16040.0,336.0,5244160.0,16388.0,320.0,,-0.02749598503278672,-0.027493931421428308
2018-8-15,5303592.5,17199.25,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5469600.0,18232.0,300.0,4980640.0,17788.0,280.0,4864160.0,17372.0,280.0,5404500.0,18015.0,300.0,5189760.0,16218.0,320.0,5587344.0,16629.0,336.0,5542656.0,16496.0,336.0,5390080.0,16844.0,320.0,,0.007329244194306472,0.007350464894940956
2018-7-15,5265004.0,17073.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5433600.0,18112.0,300.0,4947600.0,17670.0,280.0,4833080.0,17261.0,280.0,5338200.0,17794.0,300.0,5156480.0,16114.0,320.0,5551392.0,16522.0,336.0,5507040.0,16390.0,336.0,5352640.0,16727.0,320.0,,0.0498548050910641,0.04982014941433266
2018-6-15,5014983.0,16263.5,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5179800.0,17266.0,300.0,4717440.0,16848.0,280.0,4607960.0,16457.0,280.0,5088600.0,16962.0,300.0,4814720.0,15046.0,320.0,5292672.0,15752.0,336.0,5250672.0,15627.0,336.0,5168000.0,16150.0,320.0,,0.00958799812213984,0.009630083729736949
2018-5-15,4967356.0,16108.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5127300.0,17091.0,300.0,4671240.0,16683.0,280.0,4562600.0,16295.0,280.0,5036700.0,16789.0,300.0,4766720.0,14896.0,320.0,5262096.0,15661.0,336.0,5198592.0,15472.0,336.0,5113600.0,15980.0,320.0,,0.036161791106856356,0.03618323188627204
