,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2022-12-15,3657315.875,12952.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3597147.0,12893.0,279.0,3786639.9999999995,13240.0,286.0,3512115.0,13773.0,255.0,3578175.0000000005,12825.0,279.0,3703167.0,13273.0,279.0,3611154.0,11918.0,303.0,3802953.0,12551.0,303.0,3667176.0,13144.0,279.0,,0.002458167620471796,0.0025834542815674766
2022-1-15,4520406.875,16005.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4598478.0,16482.0,279.0,4733872.0,16552.0,286.0,4241925.0,16635.0,255.0,4364397.0,15643.0,279.0,4576716.0,16404.0,279.0,4431678.0,14626.0,303.0,4698621.0,15507.0,303.0,4517568.0,16192.0,279.0,,0.02959057699656409,0.029591270575180406
2021-12-15,4390489.75,15545.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4465674.0,16006.0,279.0,4596878.0,16073.0,286.0,4121565.0,16163.0,255.0,4238289.0,15191.0,279.0,4444470.0,15930.0,279.0,4303812.0,14204.0,303.0,4566513.0,15071.0,303.0,4386717.0,15723.0,279.0,,0.0013929270144390493,0.0013930492479143908
2021-11-15,4384382.625,15523.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4458978.0,15982.0,279.0,4589442.0,16047.0,286.0,4117230.0,16146.0,255.0,4231593.0,15167.0,279.0,4437774.0,15906.0,279.0,4297146.0,14182.0,303.0,4562877.0,15059.0,303.0,4380021.0,15699.0,279.0,,-0.010122834582203866,-0.010122909659009416
2021-10-15,4429218.875,15682.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4503897.0,16143.0,279.0,4635202.0,16207.0,286.0,4161090.0,16318.0,255.0,4274001.0,15319.0,279.0,4482414.0,16066.0,279.0,4340475.0,14325.0,303.0,4612569.0,15223.0,303.0,4424103.0,15857.0,279.0,,-0.025160816306587508,-0.025160067134953668
2021-9-15,4543538.0,16087.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4619403.0,16557.0,279.0,4754464.0,16624.0,286.0,4269975.0,16745.0,255.0,4383369.0,15711.0,279.0,4597362.0,16478.0,279.0,4451979.0,14693.0,303.0,4734375.0,15625.0,303.0,4537377.0,16263.0,279.0,,0.0242817385828189,0.02428270126149079
2021-8-15,4435828.375,15705.625,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4508919.0,16161.0,279.0,4642352.0,16232.0,286.0,4170015.0,16353.0,255.0,4278465.0,15335.0,279.0,4487715.0,16085.0,279.0,4345626.0,14342.0,303.0,4624689.0,15263.0,303.0,4428846.0,15874.0,279.0,,-0.014441566979671139,-0.014440801342892606
2021-7-15,4500827.375,15935.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4574205.0,16395.0,279.0,4710706.0,16471.0,286.0,4232490.0,16598.0,255.0,4340403.0,15557.0,279.0,4552443.0,16317.0,279.0,4408650.0,14550.0,303.0,4694985.0,15495.0,303.0,4492737.0,16103.0,279.0,,0.0011531998870906168,0.0011543988880076128
2021-6-15,4495643.0,15917.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4568067.0,16373.0,279.0,4705558.0,16453.0,286.0,4228920.0,16584.0,255.0,4334265.0,15535.0,279.0,4546584.0,16296.0,279.0,4402893.0,14531.0,303.0,4692258.0,15486.0,303.0,4486599.0,16081.0,279.0,,-0.004275024864646704,-0.00426167464264493
2021-5-15,4514944.5,15985.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4582575.0,16425.0,279.0,4756752.0,16632.0,286.0,4244220.0,16644.0,255.0,4347657.0,15583.0,279.0,4560813.0,16347.0,279.0,4416831.0,14577.0,303.0,4710438.0,15546.0,303.0,4500270.0,16130.0,279.0,,0.017551657791480713,0.01755279364725726
2021-4-15,4437066.625,15709.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4502502.0,16138.0,279.0,4675814.0,16349.0,286.0,4172055.0,16361.0,255.0,4271769.0,15311.0,279.0,4481298.0,16062.0,279.0,4339869.0,14323.0,303.0,4631355.0,15285.0,303.0,4421871.0,15849.0,279.0,,0.013451528359942788,0.013466873104960975
2021-3-15,4378173.5,15501.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4441401.0,15919.0,279.0,4613752.0,16132.0,286.0,4116210.0,16142.0,255.0,4214016.0,15104.0,279.0,4419918.0,15842.0,279.0,4281390.0,14130.0,303.0,4576815.0,15105.0,303.0,4361886.0,15634.0,279.0,,-0.014335442205308913,-0.014331020340033862
2021-2-15,4441849.375,15726.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4505571.0,16149.0,279.0,4681820.0,16370.0,286.0,4176135.0,16377.0,255.0,4274838.0,15322.0,279.0,4483251.0,16069.0,279.0,4343202.0,14334.0,303.0,4645596.0,15332.0,303.0,4424382.0,15858.0,279.0,,0.043936173547465485,0.043962062184162765
2021-1-15,4254905.125,15064.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4265352.0,15288.0,279.0,4493060.0,15710.0,286.0,4007325.0,15715.0,255.0,4101579.0,14701.0,279.0,4300785.0,15415.0,279.0,4167159.0,13753.0,303.0,4459554.000000001,14718.0,303.0,4244427.0,15213.0,279.0,,-0.0025289268665681375,-0.0029288391372335187
2020-12-15,4265692.75,15108.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4259493.0,15267.0,279.0,4488770.0,15695.0,286.0,4131255.0,16201.0,255.0,4095162.0,14678.0,279.0,4294647.0,15393.0,279.0,4162008.0,13736.0,303.0,4455918.0,14706.0,303.0,4238289.0,15191.0,279.0,,0.000619949350229021,0.0005629185672066939
2020-11-15,4263049.875,15099.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4208715.0,15085.0,279.0,4501068.0,15738.0,286.0,4141455.0,16241.0,255.0,4102974.0,14706.0,279.0,4304691.0,15429.0,279.0,4172310.0,13770.0,303.0,4426527.0,14609.0,303.0,4246659.0,15221.0,279.0,,-0.035339307593641234,-0.03542140775342362
2020-10-15,4419222.125,15654.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4357701.0,15619.0,279.0,4675528.0,16348.0,286.0,4300575.0,16865.0,255.0,4258098.0,15262.0,279.0,4469580.0,16020.0,279.0,4269573.0,14091.0,303.0,4612569.0,15223.0,303.0,4410153.0,15807.0,279.0,,0.013416458429683642,0.013506951750481555
2020-9-15,4360716.75,15445.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4294647.0,15393.0,279.0,4609176.0,16116.0,286.0,4238100.0,16620.0,255.0,4194207.0,15033.0,279.0,4404294.0,15786.0,279.0,4208064.0,13888.0,303.0,4590147.0,15149.0,303.0,4347099.0,15581.0,279.0,,0.005359083740456461,0.005394498100127709
2020-8-15,4337471.875,15362.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4183326.0,14994.0,279.0,4599452.0,16082.0,286.0,4227900.0,16580.0,255.0,4181373.0,14987.0,279.0,4393692.0,15748.0,279.0,4198065.0,13855.0,303.0,4578633.0,15111.0,303.0,4337334.0,15546.0,279.0,,-0.029891040121786117,-0.03019040630005765
2020-7-15,4471118.25,15841.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4329801.0,15519.0,279.0,4783350.0,16725.0,286.0,4375800.0,17160.0,255.0,4325337.0,15503.0,279.0,4547700.0,16300.0,279.0,4345323.0,14341.0,303.0,4571967.0,15089.0,303.0,4489668.0,16092.0,279.0,,0.022413525548928837,0.022238892653179798
2020-6-15,4373101.625,15496.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4245822.0,15218.0,279.0,4690114.0,16399.0,286.0,4290885.0,16827.0,255.0,4238847.0,15193.0,279.0,4459536.0,15984.0,279.0,4261089.0,14063.0,303.0,4395621.0,14507.0,303.0,4402899.0,15781.0,279.0,,-0.008566838793721665,-0.008342998840139226
2020-5-15,4410889.0,15626.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4291578.0,15382.0,279.0,4741022.0,16577.0,286.0,4262070.0,16714.0,255.0,4282650.0,15350.0,279.0,4508640.0,16160.0,279.0,4307751.0,14217.0,303.0,4441677.0,14659.0,303.0,4451724.0,15956.0,279.0,,0.011558771659026412,0.011554613349300524
2020-4-15,4360487.125,15448.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4241916.0,15204.0,279.0,4686968.0,16388.0,286.0,4214385.0,16527.0,255.0,4231872.0,15168.0,279.0,4458141.0,15979.0,279.0,4259574.0,14058.0,303.0,4389258.0,14486.0,303.0,4401783.0,15777.0,279.0,,-0.02525792082966316,-0.025231492436073366
2020-3-15,4473477.875,15848.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4362723.0,15637.0,279.0,4820530.0,16855.0,286.0,4335765.0,17003.0,255.0,4351005.0,15595.0,279.0,4586481.0,16439.0,279.0,4382289.0,14463.0,303.0,4513488.0,14896.0,303.0,4435542.0,15898.0,279.0,,0.02158909786511143,0.021610906981241573
2020-2-15,4378940.5,15513.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4278744.0,15336.0,279.0,4728152.0,16532.0,286.0,4253910.0,16682.0,255.0,4221549.0,15131.0,279.0,4471533.0,16027.0,279.0,4298661.0,14187.0,303.0,4427133.0,14611.0,303.0,4351842.0,15598.0,279.0,,-0.0006587434875908738,-0.0007246726895019373
2020-1-15,4381827.0,15524.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4256424.0,15256.0,279.0,4703556.0,16446.0,286.0,4233000.0,16600.0,255.0,4197276.0,15044.0,279.0,4450050.0,15950.0,279.0,4277754.0,14118.0,303.0,4405317.0,14539.0,303.0,4531239.0,16241.0,279.0,,-0.023368372100642687,-0.02346317759360894
2019-12-15,4486673.25,15897.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4363560.0,15640.0,279.0,4821960.0,16860.0,286.0,4341120.0,17024.0,255.0,4301064.0,15416.0,279.0,4564161.0,16359.0,279.0,4386834.0,14478.0,303.0,4466826.0,14742.0,303.0,4647861.0,16659.0,279.0,,-0.009313998792189193,-0.009046353797364737
2019-11-15,4528855.0,16042.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4386159.0,15721.0,279.0,4847414.0,16949.0,286.0,4365600.0,17120.0,255.0,4321710.0,15490.0,279.0,4589829.0,16451.0,279.0,4555302.0,15034.0,303.0,4490460.0,14820.0,303.0,4674366.0,16754.0,279.0,,0.0449723100294912,0.04509735262742165
2019-10-15,4333947.375,15350.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4189185.0,15015.0,279.0,4629768.0,16188.0,286.0,4171035.0,16357.0,255.0,4126689.0,14791.0,279.0,4385322.0,15718.0,279.0,4355322.0,14374.0,303.0,4347747.0,14349.0,303.0,4466511.0,16009.0,279.0,,-0.03103503466274471,-0.03074288059607244
2019-9-15,4472759.625,15837.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4317246.0,15474.0,279.0,4771338.0,16683.0,286.0,4300320.0,16864.0,255.0,4253355.0,15245.0,279.0,4521195.0,16205.0,279.0,4493187.0,14829.0,303.0,4620144.0,15248.0,303.0,4505292.0,16148.0,279.0,,0.0037828747862245216,0.003779145770446579
2019-8-15,4455903.5,15777.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4297995.0,15405.0,279.0,4750174.0,16609.0,286.0,4282980.0,16796.0,255.0,4234662.0,15178.0,279.0,4503060.0,16140.0,279.0,4478037.0,14779.0,303.0,4598934.0,15178.0,303.0,4501386.0,16134.0,279.0,,-0.036425515360517635,-0.03602523370196131
2019-7-15,4624347.75,16367.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4476555.0,16045.0,279.0,4947228.0,17298.0,286.0,4320210.0,16942.0,255.0,4410432.0,15808.0,279.0,4691664.0,16816.0,279.0,4668927.0,15409.0,303.0,4789218.0,15806.0,303.0,4690548.0,16812.0,279.0,,0.008595096587692419,0.008588749123793482
2019-6-15,4584939.75,16227.625,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4460373.0,15987.0,279.0,4900038.0,17133.0,286.0,4280430.0,16786.0,255.0,4368861.0,15659.0,279.0,4648698.0,16662.0,279.0,4629537.0,15279.0,303.0,4743162.0,15654.0,303.0,4648419.0,16661.0,279.0,,0.001855943404118987,0.0018521233822859084
2019-5-15,4576446.125,16197.625,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4452840.0,15960.0,279.0,4890028.0,17098.0,286.0,4272780.0,16756.0,255.0,4359933.0,15627.0,279.0,4640886.0,16634.0,279.0,4622568.0,15256.0,303.0,4731648.0,15616.0,303.0,4640886.0,16634.0,279.0,,0.021890547680273986,0.021883822532056785
2019-4-15,4478411.25,15850.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4358538.0,15622.0,279.0,4784208.0,16728.0,286.0,4181744.9999999995,16399.0,255.0,4265910.0,15290.0,279.0,4542399.0,16281.0,279.0,4524396.0,14932.0,303.0,4627416.0,15272.0,303.0,4542678.0,16282.0,279.0,,0.03105357904098316,0.031043679058119444
2019-3-15,4343529.125,15373.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4229640.0,15160.0,279.0,4631770.0,16195.0,286.0,4057560.0,15912.0,255.0,4137849.0,14831.0,279.0,4407642.0,15798.0,279.0,4390167.0,14489.0,303.0,4486521.0,14807.0,303.0,4407084.0,15796.0,279.0,,0.05407503988398088,0.05398109504751947
2019-2-15,4120702.0,14586.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4023180.0,14420.0,279.0,4461314.0,15599.0,286.0,3858914.9999999995,15133.0,255.0,3864429.0,13851.0,279.0,4191975.0,15025.0,279.0,4175340.0,13780.0,303.0,4199883.0,13861.0,303.0,4190580.0,15020.0,279.0,,0.018489730762875745,0.018486353440224867
2019-1-15,4045894.5,14321.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3950361.0,14159.0,279.0,4381806.0,15321.0,286.0,3788535.0,14857.0,255.0,3795795.0,13605.0,279.0,4115808.0,14752.0,279.0,4099590.0,13530.0,303.0,4121406.0,13602.0,303.0,4113855.0000000005,14745.0,279.0,,0.027291767324661986,0.027045197841404134
2018-12-15,3938408.375,13944.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3859407.0,13833.0,279.0,4281706.0,14971.0,286.0,3700560.0,14512.0,255.0,3709305.0,13295.0,279.0,4020390.0,14410.0,279.0,4004751.0,13217.0,303.0,3913548.0,12916.0,303.0,4017600.0,14400.0,279.0,,-0.037052724759806144,-0.03699099612393064
2018-11-15,4089952.25,14479.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4028481.0,14439.0,279.0,4470466.0,15631.0,286.0,3862230.0,15146.0,255.0,3872799.0,13881.0,279.0,4028481.0,14439.0,279.0,4179885.0,13795.0,303.0,4084743.0,13481.0,303.0,4192533.0,15027.0,279.0,,-0.05664359154969978,-0.05660116134181403
2018-10-15,4335532.375,15348.625,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4269258.0,15302.0,279.0,4738448.0,16568.0,286.0,4089945.0,16039.0,255.0,4105206.0,14714.0,279.0,4264236.0,15284.0,279.0,4429254.0,14618.0,303.0,4346232.0,14344.0,303.0,4441680.0,15920.0,279.0,,-0.04954186308791686,-0.04953246431557112
2018-9-15,4561518.5,16148.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4492737.0,16103.0,279.0,4987840.0,17440.0,286.0,4301085.0,16867.0,255.0,4321431.0,15489.0,279.0,4482135.0,16065.0,279.0,4660746.0,15382.0,303.0,4573482.0,15094.0,303.0,4672692.0,16748.0,279.0,,-0.026115644428503115,-0.025709480606650237
2018-8-15,4683840.0,16574.625,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4620519.0,16561.0,279.0,4984122.0,17427.0,286.0,4360245.0,17099.0,255.0,4445307.0,15933.0,279.0,4604058.0,16502.0,279.0,4949505.0,16335.0,303.0,4702863.0,15521.0,303.0,4804101.0,17219.0,279.0,,0.004083273909913254,0.004051127500719343
2018-7-15,4664792.375,16507.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4590666.0,16454.0,279.0,4950946.0,17311.0,286.0,4331175.0,16985.0,255.0,4516173.0,16187.0,279.0,4568904.0,16376.0,279.0,4916478.0,16226.0,303.0,4672260.0,15420.0,303.0,4771737.0,17103.0,279.0,,0.048728800937130945,0.04873535834822307
2018-6-15,4448044.5,15740.625,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4376673.0,15687.0,279.0,4733586.0,16551.0,286.0,4128450.0000000005,16190.0,255.0,4306365.0,15435.0,279.0,4351005.0,15595.0,279.0,4686198.0,15466.0,303.0,4454100.0,14700.0,303.0,4547979.0,16301.0,279.0,,0.01196046011093066,0.011941593873303402
