,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,nfa_avg,lumpSum_change,npsf_change
2020-12-15,25867144.546907127,13526.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27199466.60787268,14054.0,1418.0,24534822.48594157,12998.0,1383.0,,0.014760531209556449,0.039142626666154534
2020-1-15,20082707.6951479,8762.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",20909766.252010055,9014.0,1418.0,19255649.138285752,8511.0,1383.0,,-0.06200616744339249,-0.2055757026291931
2019-12-15,21410276.910254546,11030.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",23566812.310433254,13704.0,1418.0,19253741.51007584,8356.0,1383.0,,0.008049429664828578,0.16031979802230167
2019-11-15,21239312.557692092,9506.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",23296685.245603614,10309.0,1418.0,19181939.86978057,8703.0,1383.0,,0.011075277793200833,-0.027170854014225032
2019-10-15,21006657.98500144,9771.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",23039504.72313023,10596.0,1418.0,18973811.246872652,8947.0,1383.0,,-0.024782960541584464,-0.037148347046361496
2019-9-15,21540495.22829035,10148.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",23623285.75547381,11004.0,1418.0,19457704.701106887,9293.0,1383.0,,-0.027029338028258576,0.06462103330710733
2019-8-15,22138894.90217328,9532.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",24277060.98991991,10335.0,1418.0,20000728.814426653,8730.0,1383.0,,-0.06723567706436429,-0.16212534059945505
2019-7-15,23734714.501619022,11377.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27679444.42231984,13812.0,1418.0,19789984.580918204,8942.0,1383.0,,0.02579115095736806,0.005879492506962514
2019-6-15,23137959.88536992,11310.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",26987323.62148149,13760.0,1418.0,19288596.149258353,8861.0,1383.0,,-0.026783994990574045,0.03980694093311876
2019-5-15,23774742.468549743,10877.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27733654.49966638,13138.0,1418.0,19815830.437433105,8617.0,1383.0,,0.01649163411236665,-0.01109141324605667
2019-4-15,23389019.319682464,10999.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27281650.88957711,13332.0,1418.0,19496387.74978782,8667.0,1383.0,,0.012542696433087475,-0.019084139653096743
2019-3-15,23099291.913393497,11213.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",26940916.019278564,13482.0,1418.0,19257667.807508428,8945.0,1383.0,,0.04970693936461523,-0.0007129171679365331
2019-2-15,22005467.475879923,11221.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",25662169.637713492,13523.0,1418.0,18348765.31404635,8920.0,1383.0,,-0.01502435239423805,0.019209809264305155
2019-1-15,22341128.46278982,11010.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",26052945.020316433,13509.0,1418.0,18629311.905263204,8511.0,1383.0,,-0.10579298821584016,-0.08963122209360008
2018-12-15,24984291.297620054,12094.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",26256394.403942473,13777.0,1418.0,23712188.191297635,10411.0,1383.0,,-0.027429587597633476,-0.01204917697994523
2018-11-15,25688927.998442635,12241.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",26993097.202902734,14130.0,1418.0,24384758.79398254,10353.0,1383.0,,-0.04682225749693136,-0.17853308280767677
2018-10-15,26950826.538377687,14902.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27150155.44588177,14826.0,1418.0,26751497.630873606,14978.0,1383.0,,-0.03103397834312316,0.011162001696352952
2018-9-15,27814005.7917545,14737.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",28020966.3558942,14663.0,1418.0,27607045.227614798,14812.0,1383.0,,0.011772011515735148,-0.036166247016121145
2018-8-15,27490388.62034378,15290.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27696371.332177605,15214.0,1418.0,27284405.90850995,15367.0,1383.0,,-0.03217374798089667,0.027276697235379066
2018-7-15,28404260.12726214,14884.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",28731520.08862763,14870.0,1418.0,28077000.165896654,14899.0,1383.0,,0.06388669832941285,0.028219121304227768
2018-6-15,26698576.241120826,14476.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27587102.916433543,14777.0,1418.0,25810049.56580811,14175.0,1383.0,,0.027615114104849514,0.013902994221677512
2018-5-15,25981105.060310274,14277.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27299601.30146686,14824.0,1418.0,24662608.819153693,13731.0,1383.0,,-0.0041266194164246706,-0.005952795377010323
2018-4-15,26088763.458147176,14363.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27416764.337861363,14915.0,1418.0,24760762.578432985,13811.0,1383.0,,0.004791165385158891,0.05200322273493008
2018-3-15,25964363.896598127,13653.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",27290376.425117817,14180.0,1418.0,24638351.368078437,13126.0,1383.0,,0.03330520646444257,-0.03314212874442324
2018-2-15,25127487.729823604,14121.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",26414200.65608162,14668.0,1418.0,23840774.803565588,13574.0,1383.0,,0.04130718907833186,0.009435985417113546
2018-1-15,24130715.69405385,13989.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",25370027.71427251,14533.0,1418.0,22891403.67383519,13445.0,1383.0,,-0.006137076571278599,0.03423037113706928
2017-12-15,24279722.208376028,13526.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",25530281.947340433,14054.0,1418.0,23029162.469411623,12998.0,1383.0,,0.09935959577019626,0.7270173646578142
2017-11-15,22085332.498840824,7832.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",22395133.273343872,7844.0,1418.0,21775531.724337775,7820.0,1383.0,,0.22458045027578732,-0.21471900536421518
2017-10-15,18035019.66233986,9973.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",18816126.38336256,10281.0,1418.0,17253912.94131716,9666.0,1383.0,,0.010365825406521756,-0.001701616535708883
2017-9-15,17849989.784723222,9990.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",18620362.10215677,10297.0,1418.0,17079617.46728967,9684.0,1383.0,,0.008541455162089262,0.03287671232876721
2017-8-15,17698816.140239306,9672.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",18273896.414937958,9866.0,1418.0,17123735.86554065,9479.0,1383.0,,-0.01138811284758734,0.0001551028849136049
2017-7-15,17902694.04024545,9671.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",18479829.43594118,9862.0,1418.0,17325558.644549727,9480.0,1383.0,,0.018796044236259135,-0.0014970832688039337
2017-6-15,17572402.38763021,9685.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",17997839.747578677,9799.0,1418.0,17146965.027681746,9572.0,1383.0,,0.03171483522062135,0.07544970019986685
2017-5-15,17032228.080613513,9006.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",17745962.876612257,9271.0,1418.0,16318493.28461477,8741.0,1383.0,,-0.02545506053394886,-0.003154574132492094
2017-4-15,17477108.946813058,9034.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",18206899.242131148,9299.0,1418.0,16747318.651494967,8770.0,1383.0,,0.04872343342211871,0.017971830985915593
2017-3-15,16665126.75299246,8875.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",17357577.209382426,9133.0,1418.0,15972676.296602495,8617.0,1383.0,,0.035245421594020776,-0.03132503820126609
2017-2-15,16097754.605214585,9162.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",16764272.29492085,9427.0,1418.0,15431236.915508319,8897.0,1383.0,,-0.0095294214450925,0.045592011412268096
2017-1-15,16252632.792688444,8762.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",16921958.82316087,9014.0,1418.0,15583306.76221602,8511.0,1383.0,,-0.07938361297560614,-0.2055757026291931
2016-12-15,17654077.226693764,11030.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",19432272.0,13704.0,1418.0,15875882.453387527,8356.0,1383.0,,0.04763657677501554,0.16031979802230167
2016-11-15,16851337.20802214,9506.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",18483663.15230116,10309.0,1418.0,15219011.263743123,8703.0,1383.0,,0.03242573405808025,-0.027170854014225032
2016-10-15,16322081.72667861,9771.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",17901594.78493093,10596.0,1418.0,14742568.668426292,8947.0,1383.0,,0.004400989571338831,-0.037148347046361496
2016-9-15,16250563.167649403,10148.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",17821860.32995996,11004.0,1418.0,14679266.005338848,9293.0,1383.0,,0.04315211790872797,0.06462103330710733
2016-8-15,15578325.431796007,9532.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",17082874.203960657,10335.0,1418.0,14073776.659631357,8730.0,1383.0,,-0.07239874359584098,-0.16212534059945505
2016-7-15,16794204.755807787,11377.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",19585416.0,13812.0,1418.0,14002993.511615576,8942.0,1383.0,,0.003920984660341853,0.005879492506962514
2016-6-15,16728612.124279678,11310.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",19511680.0,13760.0,1418.0,13945544.248559358,8861.0,1383.0,,0.04747991136451635,0.03980694093311876
2016-5-15,15970341.715181809,10877.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",18629684.0,13138.0,1418.0,13310999.430363616,8617.0,1383.0,,-0.014625526580695936,-0.01109141324605667
2016-4-15,16207383.229407027,10999.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",18904776.0,13332.0,1418.0,13509990.458814055,8667.0,1383.0,,-0.011228275617861994,-0.019084139653096743
2016-3-15,16391430.731430624,11213.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",19117476.0,13482.0,1418.0,13665385.462861247,8945.0,1383.0,,-0.0031487531507351507,-0.0007129171679365331
2016-2-15,16443206.32916778,11221.5,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",19175614.0,13523.0,1418.0,13710798.658335557,8920.0,1383.0,,0.0010108642225932218,0.019209809264305155
2016-1-15,16426601.265649531,11010.0,"PERFETTO SENSO(Block 28,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,28座(凱濤),100 青山公路青龍頭段",19155762.0,13509.0,1418.0,13697440.531299064,8511.0,1383.0,1400.5,,
