,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_change,npsf_change
2019-12-15,7053164.888888889,14957.666666666666,9,63478484.0,134619.0,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",6930240.0,14438.0,480.0,5853431.999999999,18761.0,312.0,9491868.0,13877.0,684.0,9365328.0,13692.0,684.0,4695444.0,14859.0,316.0,7516926.0,13998.0,537.0,6402894.0,16251.0,394.0,7125990.0,13270.0,537.0,6096362.0,15473.0,394.0,-0.0002819373058491337,-0.00027477423954369584
2018-9-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2018-8-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2018-7-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2018-6-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2018-5-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2018-4-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2018-3-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2018-2-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2018-1-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-12-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-11-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-10-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-9-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-8-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-7-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-6-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-5-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-4-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-3-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-2-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2017-1-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-12-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-11-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-10-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-9-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-8-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-7-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-6-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-5-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-4-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-3-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-2-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
2016-1-15,,,9,,,4338,"WETLAND SEASONS PARK(Block 9),WETLAND PARK RD|WETLAND SEASONS PARK9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,
