,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_24,npsf_24,nfa_24,lumpSum_25,npsf_25,nfa_25,lumpSum_26,npsf_26,nfa_26,lumpSum_27,npsf_27,nfa_27,lumpSum_28,npsf_28,nfa_28,lumpSum_29,npsf_29,nfa_29,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_change,npsf_change
2019-12-15,2722221.1153846155,7201.884615384615,26,70777749.0,187249.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1973986.0,6878.0,287.0,3320746.0,7513.0,442.0,2033969.0,7087.0,287.0,2900736.0000000005,7554.0,384.0,2037125.9999999998,7098.0,287.0,1973986.0,6878.0,287.0,2631168.0,6852.0,384.0,2810374.0,7357.0,382.0,3340615.0,7507.0,445.0,3207560.0,7208.0,445.0,3087370.0,6985.0,442.0,2666742.0,6981.0,382.0,2804760.0,7420.0,378.0,2644920.0,7110.0,372.0,2684352.0,7216.0,372.0,2673936.0,7188.0,372.0,3483896.0,7228.0,482.0,2887156.0,7558.0,382.0,2830920.0,7610.0,372.0,2695884.0,7247.0,372.0,2843940.0,7645.0,372.0,3036440.0,6901.0,440.0,3420428.0,7067.0,484.0,1984031.0,6913.0,287.0,1978003.9999999998,6892.0,287.0,2824704.0,7356.0,384.0,-0.049723528957327234,-0.04965183320475863
2019-1-15,2696280.5,7132.884615384615,26,70103293.0,185455.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1953034.9999999998,6805.0,287.0,3285386.0,7433.0,442.0,2012444.0,7012.0,287.0,2870016.0,7474.0,384.0,1998955.0,6965.0,287.0,1953034.9999999998,6805.0,287.0,2608127.9999999995,6792.0,384.0,2757658.0,7219.0,382.0,3304570.0,7426.0,445.0,3173740.0,7132.0,445.0,3055104.0000000005,6912.0,442.0,2638473.9999999995,6907.0,382.0,2776410.0,7345.0,378.0,2617020.0,7035.0,372.0,2672076.0,7183.0,372.0,2695884.0,7247.0,372.0,3446782.0,7151.0,482.0,2852776.0,7468.0,382.0,2800788.0,7529.0,372.0,2712624.0,7292.0,372.0,2814551.9999999995,7566.0,372.0,3005200.0,6830.0,440.0,3384612.0,6993.0,484.0,1962218.9999999998,6837.0,287.0,1957053.0,6819.0,287.0,2794752.0,7278.0,384.0,0.03983979031644025,0.0398373983739837
2018-12-15,2592976.846153846,6859.615384615385,26,67417398.0,178350.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1878415.0,6545.0,287.0,3159416.0,7148.0,442.0,1935528.0,6744.0,287.0,2760192.0,7188.0,384.0,1922326.0,6698.0,287.0,1878415.0,6545.0,287.0,2508672.0,6533.0,384.0,2652226.0,6943.0,382.0,3177745.0,7141.0,445.0,3052255.0,6859.0,445.0,2937974.0,6647.0,442.0,2537626.0,6643.0,382.0,2670192.0,7064.0,378.0,2516580.0,6765.0,372.0,2569776.0,6908.0,372.0,2592468.0,6969.0,372.0,3314714.0,6877.0,482.0,2743142.0,7181.0,382.0,2693279.9999999995,7240.0,372.0,2608464.0,7012.0,372.0,2706672.0,7276.0,372.0,2889920.0000000005,6568.0,440.0,3254900.0,6725.0,484.0,1886738.0,6574.0,287.0,1882146.0,6558.0,287.0,2687616.0,6999.0,384.0,-0.037769957370650586,-0.0387621131603626
2018-11-15,2694757.730769231,7136.2307692307695,26,70063701.0,185542.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1945573.0,6779.0,287.0,3275220.0,7410.0,442.0,2006417.0,6991.0,287.0,2861184.0,7451.0,384.0,2085916.0,7268.0,287.0,1947008.0,6784.0,287.0,2601216.0,6774.0,384.0,2749254.0,7197.0,382.0,3293890.0,7402.0,445.0,3155495.0000000005,7091.0,445.0,3045380.0,6890.0,442.0,2630451.9999999995,6886.0,382.0,2768094.0,7323.0,378.0,2608836.0,7013.0,372.0,2663892.0,7161.0,372.0,2687700.0,7225.0,372.0,3436178.0000000005,7129.0,482.0,2843608.0,7444.0,382.0,2791860.0,7505.0,372.0,2704068.0,7269.0,372.0,2805624.0,7542.0,372.0,2995960.0,6809.0,440.0,3351216.0,6924.0,484.0,1981448.0,6904.0,287.0,2042292.0,7116.0,287.0,2785920.0000000005,7255.0,384.0,0.030935115876959962,0.02993633048198996
2018-10-15,2613896.5384615385,6928.807692307692,26,67961310.0,180149.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1916299.0,6677.0,287.0,3136432.0,7096.0,442.0,1941555.0,6765.0,287.0,2768640.0,7210.0,384.0,2099405.0,7315.0,287.0,1884155.0,6565.0,287.0,2517504.0,6556.0,384.0,2660248.0000000005,6964.0,382.0,3187535.0000000005,7163.0,445.0,3053589.9999999995,6862.0,445.0,2947256.0,6668.0,442.0,2545266.0,6663.0,382.0,2678508.0,7086.0,378.0,2524392.0,6786.0,372.0,2577960.0,6930.0,372.0,2601024.0,6992.0,372.0,3325318.0,6899.0,482.0,2751546.0,7203.0,382.0,2701464.0,7262.0,372.0,2617020.0,7035.0,372.0,2715228.0,7299.0,372.0,2899160.0,6589.0,440.0,3242800.0,6700.0,484.0,1917160.0,6680.0,287.0,2055781.0,7163.0,287.0,2696064.0,7021.0,384.0,-0.10819425217604739,-0.10822624398550584
2018-9-15,2931015.576923077,7769.692307692308,26,76206405.0,202012.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",2146760.0,7480.0,287.0,3513458.0,7949.0,442.0,2174886.0,7578.0,287.0,3101952.0,8078.0,384.0,2351965.0,8195.0,287.0,2110885.0,7355.0,287.0,2820864.0,7346.0,384.0,3037664.0,7952.0,382.0,3570680.0,8024.0,445.0,3421160.0,7688.0,445.0,3301740.0,7470.0,442.0,2851630.0,7465.0,382.0,3000942.0,7939.0,378.0,2828316.0000000005,7603.0,372.0,2888208.0,7764.0,372.0,2913876.0,7833.0,372.0,3725378.0,7729.0,482.0,3082740.0,8070.0,382.0,3026592.0,8136.0,372.0,2931732.0,7881.0,372.0,3041844.0,8177.0,372.0,3248080.0,7382.0,440.0,3632904.0,7506.0,484.0,2147334.0,7482.0,287.0,2314655.0,8065.0,287.0,3020160.0,7865.0,384.0,0.0013026220124632282,0.0011547286883173413
2018-8-15,2927202.5384615385,7760.7307692307695,26,76107266.0,201779.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",2143029.0,7467.0,287.0,3507270.0,7935.0,442.0,2204160.0,7680.0,287.0,3096576.0,8064.0,384.0,2350817.0,8191.0,287.0,2107154.0,7342.0,287.0,2816256.0,7334.0,384.0,3032316.0,7938.0,382.0,3564450.0,8010.0,445.0,3414930.0,7674.0,445.0,3295994.0,7457.0,442.0,2846282.0,7451.0,382.0,2995650.0,7925.0,378.0,2823108.0,7589.0,372.0,2883000.0,7750.0,372.0,2908668.0,7819.0,372.0,3718630.0,7715.0,482.0,3077010.0000000005,8055.0,382.0,3021012.0,8121.0,372.0,2926896.0,7868.0,372.0,3036636.0,8163.0,372.0,3242360.0,7369.0,440.0,3626612.0,7493.0,484.0,2143029.0,7467.0,287.0,2310637.0,8051.0,287.0,3014784.0,7851.0,384.0,0.009767941922950163,0.009995895526123455
2018-7-15,2898886.3846153845,7683.923076923077,26,75371046.0,199782.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",2128105.0,7415.0,287.0,3482960.0,7880.0,442.0,2188662.0,7626.0,287.0,3074688.0,8007.0,384.0,2327857.0,8111.0,287.0,2092517.0,7291.0,287.0,2797440.0,7285.0,384.0,2982274.0,7807.0,382.0,3539530.0,7954.0,445.0,3391345.0,7621.0,445.0,3273010.0,7405.0,442.0,2826800.0,7400.0,382.0,2942352.0,7784.0,378.0,2803392.0000000005,7536.0,372.0,2853240.0,7670.0,372.0,2851751.9999999995,7666.0,372.0,3692602.0,7661.0,482.0,3051034.0,7987.0,382.0,3000180.0,8065.0,372.0,2870724.0,7717.0,372.0,3015432.0000000005,8106.0,372.0,3219920.0,7318.0,440.0,3600960.0,7440.0,484.0,2127818.0,7414.0,287.0,2248932.0,7836.0,287.0,2987520.0,7780.0,384.0,,
2018-6-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-5-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-4-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-3-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-2-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-1-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-12-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-11-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-10-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-9-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-8-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-7-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-6-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-5-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-4-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-3-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
