,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_change,npsf_change
2019-12-15,6978886.428571428,13550.142857142857,7,48852205.0,94851.0,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",9726500.0,13895.0,700.0,7735364.0,14378.0,538.0,8994258.0,13566.0,663.0,5655240.0,13660.0,414.0,5545652.0,12778.0,434.0,5666738.0,13057.0,434.0,5528452.999999999,13517.0,409.0,-0.00035803369539688656,-0.0003583285029246097
2018-9-15,6796454.714285715,13196.142857142857,7,47575183.0,92373.0,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",9470300.0,13529.0,700.0,7531462.0,13999.0,538.0,8757567.0,13209.0,663.0,5506614.0,13301.0,414.0,5415018.0,12477.0,434.0,5525687.999999999,12732.0,434.0,5368534.0,13126.0,409.0,-0.054735595512396595,-0.05473690673543319
2018-8-15,7190003.857142857,13960.285714285714,7,50330027.0,97722.0,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",10018400.0,14312.0,700.0,7967242.0,14809.0,538.0,9264762.0,13974.0,663.0,5825394.0,14071.0,414.0,5730102.0,13203.0,434.0,5845980.0,13470.0,434.0,5678147.0,13883.0,409.0,0.003007886112889935,0.0030073181496268475
2018-7-15,7168442.0,13918.42857142857,7,50179094.0,97429.0,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",9988300.0,14269.0,700.0,7943032.0,14764.0,538.0,9236916.0,13932.0,663.0,5808006.0,14029.0,414.0,5714044.0,13166.0,434.0,5829054.0,13431.0,434.0,5659742.0,13838.0,409.0,,
2018-6-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2018-5-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2018-4-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2018-3-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2018-2-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2018-1-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-12-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-11-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-10-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-9-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-8-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-7-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-6-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-5-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-4-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-3-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-2-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2017-1-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-12-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-11-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-10-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-9-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-8-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-7-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-6-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-5-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-4-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-3-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-2-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
2016-1-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|WETLAND SEASONS PARK22座,濕地公園路",,,700.0,,,538.0,,,663.0,,,414.0,,,434.0,,,434.0,,,409.0,,
