,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2020-12-15,4443745.0,14612.375,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4446300.0,14821.0,300.0,4093320.0,14619.0,280.0,4237480.0,16298.0,260.0,4263900.0,14213.0,300.0,4481820.0,14228.0,315.0,4794185.0,14311.0,335.0,4759010.0,14206.0,335.0,4473945.0,14203.0,315.0,,0.008798263105666226,0.008802285142260446
2020-1-15,4651131.875,15294.25,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4696200.0,15654.0,300.0,4275600.0,15270.0,280.0,4426500.0,17025.0,260.0,4461600.0,14872.0,300.0,4685940.0,14876.0,315.0,5009590.0,14954.0,335.0,4977765.0,14859.0,335.0,4675860.0,14844.0,315.0,,-0.02198898480877176,-0.021989528795811508
2019-12-15,4755705.0,15638.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4803600.0,16012.0,300.0,4370800.0,15610.0,280.0,4525560.0,17406.0,260.0,4563900.0,15213.0,300.0,4790520.0,15208.0,315.0,5122150.0,15290.0,335.0,5088985.0,15191.0,335.0,4780125.0,15175.0,315.0,,-0.0006764921537547597,-0.0006869503398806431
2019-11-15,4758924.375,15648.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4809000.0,16030.0,300.0,4373600.0,15620.0,280.0,4528680.0,17418.0,260.0,4569000.0,15230.0,300.0,4793670.0,15218.0,315.0,5122150.0,15290.0,335.0,5092335.0,15201.0,335.0,4782960.0,15184.0,315.0,,0.03487470646325841,0.03487583903713265
2019-10-15,4598551.25,15121.5,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4648800.0,15496.0,300.0,4225760.0,15092.0,280.0,4375020.0,16827.0,260.0,4416900.0,14723.0,300.0,4631445.0,14703.0,315.0,4949290.0,14774.0,335.0,4920145.0,14687.0,335.0,4621050.0,14670.0,315.0,,-0.024933131879716797,-0.024930479990327603
2019-9-15,4716139.375,15508.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4769700.0,15899.0,300.0,4333280.0,15476.0,280.0,4485780.0,17253.0,260.0,4531200.0,15104.0,300.0,4748940.0,15076.0,315.0,5075585.0,15151.0,335.0,5045770.0,15062.0,335.0,4738860.0,15044.0,315.0,,0.011641795326899018,0.011644120453044415
2019-8-15,4661866.875,15329.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4716600.0,15722.0,300.0,4282880.0,15296.0,280.0,4433000.0,17050.0,260.0,4480800.0,14936.0,300.0,4692870.0,14898.0,315.0,5016960.0,14976.0,335.0,4987145.0,14887.0,335.0,4684680.0,14872.0,315.0,,-0.05232956576823944,-0.052366822754879694
2019-7-15,4919291.25,16176.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5088300.0,16961.0,300.0,4504640.0,16088.0,280.0,4661280.0,17928.0,260.0,4714500.0,15715.0,300.0,4935105.0,15667.0,315.0,5276585.0,15751.0,335.0,5245430.0,15658.0,335.0,4928490.0,15646.0,315.0,,0.01698671951142461,0.0169899097853079
2019-6-15,4837124.375,15906.5,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5002800.0,16676.0,300.0,4429320.0,15819.0,280.0,4582500.0,17625.0,260.0,4637700.0,15459.0,300.0,4851630.0,15402.0,315.0,5188480.0,15488.0,335.0,5157660.0,15396.0,335.0,4846905.0,15387.0,315.0,,-0.00807901635835484,-0.008075579945123423
2019-5-15,4876521.875,16036.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5043000.0,16810.0,300.0,4465440.0,15948.0,280.0,4618900.0,17765.0,260.0,4677600.0,15592.0,300.0,4890375.0,15525.0,315.0,5231025.0,15615.0,335.0,5199870.0,15522.0,335.0,4885965.0,15511.0,315.0,,0.02376116650306903,0.023707876824373475
2019-4-15,4763339.375,15664.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4905600.0,16352.0,300.0,4343920.0,15514.0,280.0,4492540.0,17279.0,260.0,4707300.0,15691.0,300.0,4756815.0,15101.0,315.0,5088985.0,15191.0,335.0,5058835.0,15101.0,335.0,4752720.0,15088.0,315.0,,0.026047039871058608,0.02584315651604463
2019-3-15,4642418.125,15270.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4791600.0,15972.0,300.0,4242840.0,15153.0,280.0,4387500.0,16875.0,260.0,4598700.0,15329.0,300.0,4645620.0,14748.0,315.0,4958670.0,14802.0,335.0,4872575.0,14545.0,335.0,4641840.0,14736.0,315.0,,0.050920901951651665,0.05092007123132114
2019-2-15,4417476.25,14530.125,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4559400.0,15198.0,300.0,4037320.0,14419.0,280.0,4174560.0,16056.0,260.0,4377000.0,14590.0,300.0,4420395.0,14033.0,315.0,4717470.0,14082.0,335.0,4636734.999999999,13841.0,335.0,4416930.0,14022.0,315.0,,0.016925395575027036,0.01684818265319521
2019-1-15,4343953.125,14289.375,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4481700.0,14939.0,300.0,3968440.0000000005,14173.0,280.0,4118400.0,15840.0,260.0,4303200.0,14344.0,300.0,4344480.0,13792.0,315.0,4636400.0,13840.0,335.0,4557675.0,13605.0,335.0,4341330.0,13782.0,315.0,,0.029045410316741682,0.02876195790098901
2018-12-15,4221342.5,13889.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4334700.0,14449.0,300.0,3962000.0,14150.0,280.0,3982680.0,15318.0,260.0,4163400.0,13878.0,300.0,4236435.0,13449.0,315.0,4483975.0,13385.0,335.0,4408600.0,13160.0,335.0,4198950.0,13330.0,315.0,,-0.049978690394642644,-0.049980763476253576
2018-11-15,4443418.75,14620.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4562400.0,15208.0,300.0,4172560.0,14902.0,280.0,4190940.0,16119.0,260.0,4383000.0,14610.0,300.0,4459770.0,14158.0,315.0,4718810.0,14086.0,335.0,4640420.0,13852.0,335.0,4419450.0,14030.0,315.0,,-0.055188544469915946,-0.05518712085107069
2018-10-15,4702968.75,15474.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4828200.0,16094.0,300.0,4418400.0,15780.0,280.0,4433780.0,17053.0,260.0,4639200.0,15464.0,300.0,4720275.0,14985.0,315.0,4992840.0,14904.0,335.0,4911100.0,14660.0,335.0,4679955.0,14857.0,315.0,,-0.04784554769806959,-0.04784722115399409
2018-9-15,4939291.875,16252.25,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5070300.0,16901.0,300.0,4642680.0,16581.0,280.0,4655040.0,17904.0,260.0,4872900.0,16243.0,300.0,4957785.0,15739.0,315.0,5242415.0,15649.0,335.0,5157325.0,15395.0,335.0,4915890.0,15606.0,315.0,,-0.029997432266832158,-0.029998731712412074
2018-8-15,5092040.0,16754.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5226900.0,17423.0,300.0,4788560.0,17102.0,280.0,4797260.0,18451.0,260.0,5024100.0,16747.0,300.0,5111190.0,16226.0,315.0,5402880.0,16128.0,335.0,5316450.0,15870.0,335.0,5068980.0,16092.0,315.0,,0.00960149852870873,0.009694769193684394
2018-7-15,5043613.75,16594.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",5184300.0,17281.0,300.0,4705960.0,16807.0,280.0,4754880.0,18288.0,260.0,4981800.0,16606.0,300.0,5068350.0,16090.0,315.0,5355645.0,15987.0,335.0,5270890.0,15734.0,335.0,5027085.0,15959.0,315.0,,0.04759738667370805,0.04745222427369855
2018-6-15,4814458.125,15842.25,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4941900.0,16473.0,300.0,4548320.0,16244.0,280.0,4529980.0,17423.0,260.0,4748100.0,15827.0,300.0,4830210.0,15334.0,315.0,5102720.0,15232.0,335.0,5022655.0,14993.0,335.0,4791780.0,15212.0,315.0,,0.003897316748570523,0.0038971531771303525
2018-5-15,4795767.5,15780.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4923900.0,16413.0,300.0,4532080.0,16186.0,280.0,4510740.0,17349.0,260.0,4729800.0,15766.0,300.0,4811625.0,15275.0,315.0,5081280.0,15168.0,335.0,5002890.0,14934.0,335.0,4773825.0,15155.0,315.0,,0.021846326762709145,0.02168054577678502
2018-4-15,4693237.5,15445.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4810200.0,16034.0,300.0,4499600.0,16070.0,280.0,4404400.0,16940.0,260.0,4619700.0,15399.0,300.0,4700115.0,14921.0,315.0,4962020.0,14812.0,335.0,4885975.0,14585.0,335.0,4663890.0,14806.0,315.0,,0.022524967448563915,0.022719372299746743
2018-3-15,4589851.25,15102.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4709700.0,15699.0,300.0,4407200.0,15740.0,280.0,4268940.0,16419.0,260.0,4523400.0,15078.0,300.0,4602465.0,14611.0,315.0,4857165.0,14499.0,335.0,4782125.0,14275.0,335.0,4567815.0,14501.0,315.0,,0.010960132133908118,0.01069062437261592
2018-2-15,4540091.25,14943.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4644300.0,15481.0,300.0,4457600.0,15920.0,280.0,4209920.0,16192.0,260.0,4460700.0,14869.0,300.0,4539150.0,14410.0,315.0,4789160.0,14296.0,335.0,4714455.0,14073.0,335.0,4505445.0,14303.0,315.0,,0.02531882483660719,0.025468582457645272
2018-1-15,4427980.0,14571.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4509900.0,15033.0,300.0,4329920.0,15464.0,280.0,4087980.0,15723.0,260.0,4331700.0,14439.0,300.0,4408425.0,13995.0,315.0,4649465.0,13879.0,335.0,4576435.0,13661.0,335.0,4530015.0,14381.0,315.0,,0.01811484654056672,0.017997799395707004
2017-12-15,4349195.0,14314.25,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4436400.0,14788.0,300.0,4260760.0,15217.0,280.0,4021680.0,15468.0,260.0,4261500.0,14205.0,300.0,4312980.0,13692.0,315.0,4542600.0,13560.0,335.0,4500390.0,13434.0,335.0,4457250.0,14150.0,315.0,,0.03929594381505952,0.0393073341622574
2017-11-15,4184751.25,13772.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4284000.0,14280.0,300.0,4049359.9999999995,14462.0,280.0,3883620.0,14937.0,260.0,4115400.0,13718.0,300.0,4163670.0,13218.0,315.0,4332555.0,12933.0,335.0,4344615.0,12969.0,335.0,4304790.0,13666.0,315.0,,0.00576879341729053,0.005466126441816321
2017-10-15,4160748.75,13698.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4245000.0,14150.0,300.0,4127760.0000000005,14742.0,280.0,3848260.0,14801.0,260.0,4077900.0,13593.0,300.0,4124610.0,13094.0,315.0,4292690.0,12814.0,335.0,4303410.0,12846.0,335.0,4266360.0,13544.0,315.0,,0.0054445232995059545,0.005431591309453809
2017-9-15,4138218.125,13624.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4221900.0,14073.0,300.0,4108160.0,14672.0,280.0,3827460.0,14721.0,260.0,4055700.0,13519.0,300.0,4100985.0,13019.0,315.0,4269240.0,12744.0,335.0,4278620.0,12772.0,335.0,4243680.0,13472.0,315.0,,-0.0003757753669508812,-0.0006509998808028605
2017-8-15,4139773.75,13632.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4210500.0,14035.0,300.0,4201680.0,15006.0,280.0,3817320.0,14682.0,260.0,4044600.0000000005,13482.0,300.0,4088700.0,12980.0,315.0,4257180.0,12708.0,335.0,4265555.0,12733.0,335.0,4232655.0,13437.0,315.0,,0.07500501095919088,0.07499950716580916
2017-7-15,3850934.375,12681.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3916800.0,13056.0,300.0,3909080.0,13961.0,280.0,3551080.0,13658.0,260.0,3762599.9999999995,12542.0,300.0,3802365.0,12071.0,315.0,3960370.0,11822.0,335.0,3966735.0,11841.0,335.0,3938445.0,12503.0,315.0,,-0.043816561610294014,-0.04382492648722014
2017-6-15,4027401.25,13263.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4096500.0,13655.0,300.0,4089680.0000000005,14606.0,280.0,3713840.0,14284.0,260.0,3935100.0000000005,13117.0,300.0,3975615.0,12621.0,315.0,4141605.0000000005,12363.0,335.0,4147300.0,12380.0,335.0,4119570.0,13078.0,315.0,,0.006091185260371557,0.0062974203338390655
2017-5-15,4003018.125,13180.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4077000.0,13590.0,300.0,4071480.0,14541.0,280.0,3655340.0,14059.0,260.0,3916500.0,13055.0,300.0,3955455.0000000005,12557.0,315.0,4121840.0,12304.0,335.0,4125860.0,12316.0,335.0,4100670.0,13018.0,315.0,,-0.001476855938494892,-0.0014300461213549998
2017-4-15,4008938.75,13198.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4111500.0,13705.0,300.0,4066160.0,14522.0,280.0,3648580.0,14033.0,260.0,3909900.0,13033.0,300.0,4008375.0,12725.0,315.0,4114805.0,12283.0,335.0,4117820.0,12292.0,335.0,4094369.9999999995,12998.0,315.0,,0.024865151256359352,0.0248667850799289
2017-3-15,3911674.375,12878.625,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",4012500.0,13375.0,300.0,3968720.0,14174.0,280.0,3558880.0000000005,13688.0,260.0,3813300.0,12711.0,300.0,3912930.0,12422.0,315.0,4014640.0,11984.0,335.0,4016650.0,11990.0,335.0,3995775.0,12685.0,315.0,,0.027290327398905134,0.027290312288118734
2017-2-15,3807759.375,12536.5,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3906299.9999999995,13021.0,300.0,3864280.0,13801.0,280.0,3463200.0,13320.0,260.0,3711900.0,12373.0,300.0,3810240.0000000005,12096.0,315.0,3907775.0,11665.0,335.0,3908445.0,11667.0,335.0,3889935.0,12349.0,315.0,,0.020814860389786638,0.020814884932873312
2017-1-15,3730117.5,12280.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3827400.0,12758.0,300.0,3786720.0,13524.0,280.0,3391440.0,13044.0,260.0,3635100.0,12117.0,300.0,3734010.0,11854.0,315.0,3827710.0,11426.0,335.0,3827375.0000000005,11425.0,335.0,3811184.9999999995,12099.0,315.0,,0.06935176354166472,0.07098708235678863
2016-12-15,3488204.375,11466.875,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3621300.0,12071.0,300.0,3109680.0,11106.0,280.0,3230240.0000000005,12424.0,260.0,3462300.0,11541.0,300.0,3558870.0,11298.0,315.0,3646475.0,10885.0,335.0,3645134.9999999995,10881.0,335.0,3631635.0,11529.0,315.0,,-0.02174735329173383,-0.02153508116987013
2016-11-15,3565750.0,11719.25,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3710999.9999999995,12370.0,300.0,3116960.0,11132.0,280.0,3309280.0,12728.0,260.0,3547200.0,11824.0,300.0,3648644.9999999995,11583.0,315.0,3736589.9999999995,11154.0,335.0,3734915.0,11149.0,335.0,3721410.0,11814.0,315.0,,0.017704403357147402,0.017671449970692255
2016-10-15,3503718.75,11515.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3691500.0,12305.0,300.0,3057320.0000000005,10919.0,280.0,3246360.0,12486.0,260.0,3478200.0,11594.0,300.0,3580290.0,11366.0,315.0,3664230.0,10938.0,335.0,3662890.0,10934.0,335.0,3648960.0,11584.0,315.0,,0.0019760874826224573,0.0019794657617679956
2016-9-15,3496808.75,11493.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3683400.0,12278.0,300.0,3051720.0,10899.0,280.0,3239600.0000000005,12460.0,260.0,3470700.0,11569.0,300.0,3575250.0,11350.0,315.0,3657195.0,10917.0,335.0,3655520.0,10912.0,335.0,3641085.0,11559.0,315.0,,0.07515091792148154,0.07514207535255735
2016-8-15,3252388.75,10689.75,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3426299.9999999995,11421.0,300.0,2839760.0,10142.0,280.0,3013920.0,11592.0,260.0,3228300.0,10761.0,300.0,3417435.0000000005,10849.0,315.0,3402930.0,10158.0,335.0,3400920.0,10152.0,335.0,3289545.0,10443.0,315.0,,0.03205959653895185,0.0316299942096121
2016-7-15,3151357.5,10362.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3334500.0,11115.0,300.0,2764440.0,9873.0,280.0,2933580.0,11283.0,260.0,3141900.0,10473.0,300.0,3327975.0,10565.0,315.0,3197910.0,9546.0,335.0,3310470.0,9882.0,335.0,3200085.0,10159.0,315.0,,-0.009551744146988339,-0.00955840183521317
2016-6-15,3181748.75,10462.0,"GOLDEN MASCOT COURT(Block B,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,B座(金貴閣),1-3 隔田街",3366299.9999999995,11221.0,300.0,2791600.0,9970.0,280.0,2962440.0,11394.0,260.0,3171900.0,10573.0,300.0,3361680.0,10672.0,315.0,3228060.0,9636.0,335.0,3342630.0,9978.0,335.0,3229380.0,10252.0,315.0,,-0.00019580521211082225,-0.00020307479125103445
