,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2020-12-15,4233574.125,14987.625,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4176630.0,14970.0,279.0,4404972.0,15402.0,286.0,4049910.0,15882.0,255.0,4007556.0,14364.0,279.0,4272606.0,15314.0,279.0,4182915.0,13805.0,303.0,4522881.0,14927.0,303.0,4251123.0,15237.0,279.0,,0.008876155530662677,0.00887703414502794
2019-9-15,4451859.875,15761.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4291020.0,15380.0,279.0,4760470.0,16645.0,286.0,4286040.0,16808.0,255.0,4126688.9999999995,14791.0,279.0,4525938.0,16222.0,279.0,4504398.0,14866.0,303.0,4611963.0,15221.0,303.0,4508361.0,16159.0,279.0,,0.01158625955854986,0.011584622296386682
2019-8-15,4400870.25,15581.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4239405.0,15195.0,279.0,4703556.0,16446.0,286.0,4236060.0,16612.0,255.0,4080375.0,14625.0,279.0,4473207.0,16033.0,279.0,4455009.0,14703.0,303.0,4555908.0,15036.0,303.0,4463442.0,15998.0,279.0,,-0.0453532920609816,-0.0449380521480619
2019-7-15,4609946.5,16314.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4456746.0,15974.0,279.0,4945226.0,17291.0,286.0,4306695.0,16889.0,255.0,4292973.0,15387.0,279.0,4704777.0,16863.0,279.0,4688925.0,15475.0,303.0,4789218.0,15806.0,303.0,4695012.0,16828.0,279.0,,0.016578610403055194,0.016575145071464625
2019-6-15,4534766.375,16048.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4396482.0,15758.0,279.0,4860856.0,16996.0,286.0,4234275.0,16605.0,255.0,4222386.0,15134.0,279.0,4626378.0,16582.0,279.0,4613781.0,15227.0,303.0,4706802.0,15534.0,303.0,4617171.0,16549.0,279.0,,-0.007983600369394717,-0.00798955331133755
2019-5-15,4571261.5,16177.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4432194.0,15886.0,279.0,4898894.0,17129.0,286.0,4268445.0,16739.0,255.0,4258098.0,15262.0,279.0,4664043.0,16717.0,279.0,4652262.0,15354.0,303.0,4741041.0,15647.0,303.0,4655115.0,16685.0,279.0,,0.028055643842614275,0.02804874173868832
2019-4-15,4446511.75,15736.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4311666.0,15454.0,279.0,4764188.0,16658.0,286.0,4151910.0,16282.0,255.0,4143708.0,14852.0,279.0,4537377.0,16263.0,279.0,4525911.0,14937.0,303.0,4608327.0,15209.0,303.0,4529007.0,16233.0,279.0,,0.023920595184943494,0.023912548394443123
2019-3-15,4342633.375,15368.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4211784.0,15096.0,279.0,4651790.0,16265.0,286.0,4055265.0,15903.0,255.0,4049127.0,14513.0,279.0,4431915.0,15885.0,279.0,4420770.0,14590.0,303.0,4497429.0,14843.0,303.0,4422987.0,15853.0,279.0,,0.05130593666999239,0.051170028128553424
2019-2-15,4130703.75,14620.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4008114.0,14366.0,279.0,4486482.0,15687.0,286.0,3858915.0,15133.0,255.0,3854385.0,13815.0,279.0,4217364.0,15116.0,279.0,4206852.0,13884.0,303.0,4205640.0,13880.0,303.0,4207878.0,15082.0,279.0,,0.017321942500194476,0.01731725985457322
2019-1-15,4060370.25,14371.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3940317.0,14123.0,279.0,4411836.0,15426.0,286.0,3793125.0,14875.0,255.0,3789936.0,13584.0,279.0,4145382.0,14858.0,279.0,4135344.0,13648.0,303.0,4131405.0,13635.0,303.0,4135617.0,14823.0,279.0,,0.03776513631565637,0.03749424727253037
2018-12-15,3912610.0,13852.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3811419.0,13661.0,279.0,4269122.0,14927.0,286.0,3668940.0,14388.0,255.0,3667176.0,13144.0,279.0,4009788.0,14372.0,279.0,3999903.0,13201.0,303.0,3875067.0,12789.0,303.0,3999465.0,14335.0,279.0,,-0.04506542124732549,-0.04500211135911203
2018-11-15,4097254.5,14504.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4012020.0,14380.0,279.0,4495062.000000001,15717.0,286.0,3861465.0,15143.0,255.0,3861360.0,13840.0,279.0,4050243.0,14517.0,279.0,4210488.0,13896.0,303.0,4078683.0000000005,13461.0,303.0,4208715.0,15085.0,279.0,,-0.05535531647651548,-0.05531856000781543
2018-10-15,4337349.875,15354.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4246101.0,15219.0,279.0,4758754.0,16639.0,286.0,4084080.0,16016.0,255.0,4087908.0,14652.0,279.0,4281534.0,15346.0,279.0,4455918.0,14706.0,303.0,4331385.0,14295.0,303.0,4453119.0,15961.0,279.0,,-0.047638183082169605,-0.047628646968064126
2018-9-15,4554308.875,16122.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4459536.0,15984.0,279.0,4999280.0,17480.0,286.0,4286295.0,16809.0,255.0,4294368.0,15392.0,279.0,4491342.0,16098.0,279.0,4679532.0,15444.0,303.0,4548636.0,15012.0,303.0,4675482.0,16758.0,279.0,,-0.02844584410242601,-0.02804844045546684
2018-8-15,4687653.125,16587.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4597083.0,16477.0,279.0,5005000.0,17500.0,286.0,4358460.0,17092.0,255.0,4428009.0,15871.0,279.0,4624704.0,16576.0,279.0,4980714.0,16438.0,303.0,4688925.0,15475.0,303.0,4818330.0,17270.0,279.0,,0.006422807382951756,0.0063933381871132955
2018-7-15,4657737.375,16482.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4558023.0,16337.0,279.0,4961814.0,17349.0,286.0,4320720.0,16944.0,255.0,4479345.0,16055.0,279.0,4579785.0,16415.0,279.0,4937385.0,16295.0,303.0,4648626.0,15342.0,303.0,4776201.0,17119.0,279.0,,0.04953877572105081,0.04954151808456442
2018-6-15,4437889.75,15704.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4343751.0,15569.0,279.0,4729868.0,16538.0,286.0,4116720.0,16144.0,255.0,4269258.0,15302.0,279.0,4359375.0,15625.0,279.0,4704075.0,15525.0,303.0,4429860.0,14620.0,303.0,4550211.0,16309.0,279.0,,0.006188051537470596,0.006166808156204517
2018-5-15,4410596.75,15607.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4326453.0,15507.0,279.0,4641208.0,16228.0,286.0,4099635.0,16077.0,255.0,4253076.0,15244.0,279.0,4336776.0,15544.0,279.0,4684683.0,15461.0,303.0,4411983.0,14561.0,303.0,4530960.0,16240.0,279.0,,0.023797013395099542,0.023803081363408918
2018-4-15,4308077.375,15244.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4224339.0,15141.0,279.0,4543396.0,15886.0,286.0,4003500.0,15700.0,255.0,4154589.0,14891.0,279.0,4230756.0,15164.0,279.0,4574694.0,15098.0,303.0,4308963.0,14221.0,303.0,4424382.0,15858.0,279.0,,0.032708005467764645,0.03309558499644227
2018-3-15,4171631.625,14756.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4134501.0,14819.0,279.0,4452162.0,15567.0,286.0,3789555.0,14861.0,255.0,4068378.0,14582.0,279.0,3987747.0,14293.0,279.0,4419558.0,14586.0,303.0,4218972.0,13924.0,303.0,4302180.0,15420.0,279.0,,0.015172597775189756,0.015177964862796323
2018-2-15,4109283.125,14535.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",4074516.0000000005,14604.0,279.0,4390671.999999999,15352.0,286.0,3737535.0,14657.0,255.0,3984678.0,14282.0,279.0,3928599.0,14081.0,279.0,4355322.0,14374.0,303.0,4160190.0,13730.0,303.0,4242753.0,15207.0,279.0,,0.02998638601701198,0.02998175408761572
2018-1-15,3989648.0,14112.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3955662.0,14178.0,279.0,4265404.0,14914.0,286.0,3629415.0,14233.0,255.0,3869730.0,13870.0,279.0,3810860.9999999995,13659.0,279.0,4226244.0,13948.0,303.0,4039596.0,13332.0,303.0,4120272.0,14768.0,279.0,,0.01291719836023697,0.012955552764269962
2017-12-15,3938770.125,13932.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3890655.0,13945.0,279.0,4316598.0,15093.0,286.0,3570510.0,14002.0,255.0,3806397.0,13643.0,279.0,3744738.0,13422.0,279.0,4154130.0,13710.0,303.0,3973542.0,13114.0,303.0,4053591.0,14529.0,279.0,,0.029971157686242256,0.029891982295815023
2017-11-15,3824155.75,13527.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3756735.0000000005,13465.0,279.0,4169594.0,14579.0,286.0,3447855.0,13521.0,255.0,3845178.0,13782.0,279.0,3612771.0000000005,12949.0,279.0,4008993.0,13231.0,303.0,3837192.0,12664.0,303.0,3914928.0,14032.0,279.0,,0.0096090125583157,0.009599417877866223
2017-10-15,3787759.125,13399.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3721860.0,13340.0,279.0,4124406.0,14421.0,286.0,3416490.0,13398.0,255.0,3812535.0000000005,13665.0,279.0,3575943.0000000005,12817.0,279.0,3969300.0,13100.0,303.0,3802044.0,12548.0,303.0,3879495.0,13905.0,279.0,,0.012559050208399203,0.012113944727176529
2017-9-15,3740778.5,13238.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3701214.0,13266.0,279.0,4101526.0,14341.0,286.0,3398130.0000000005,13326.0,255.0,3794121.0,13599.0,279.0,3541626.0,12694.0,279.0,3748716.0,12372.0,303.0,3782046.0,12482.0,303.0,3858849.0,13831.0,279.0,,0.002679196297399322,0.0026792138448139546
2017-8-15,3730783.0,13203.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3690612.0,13228.0,279.0,4089800.0,14300.0,286.0,3388695.0,13289.0,255.0,3786030.0,13570.0,279.0,3532140.0,12660.0,279.0,3738111.0,12337.0,303.0,3772350.0,12450.0,303.0,3848526.0000000005,13794.0,279.0,,0.07503107354766914,0.0750503796283104
2017-7-15,3470395.5,12281.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3432816.0,12304.0,279.0,3804372.0000000005,13302.0,286.0,3147720.0,12344.0,255.0,3524328.0000000005,12632.0,279.0,3286062.0,11778.0,279.0,3477227.9999999995,11476.0,303.0,3509952.0,11584.0,303.0,3580686.0,12834.0,279.0,,-0.04595665913541702,-0.046179534224500274
2017-6-15,3637565.875,12876.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3589614.0,12866.0,279.0,3978260.0,13910.0,286.0,3354780.0,13156.0,255.0,3688379.9999999995,13220.0,279.0,3436722.0,12318.0,279.0,3636303.0,12001.0,303.0,3671451.0,12117.0,303.0,3745017.0,13423.0,279.0,,0.004820252997417729,0.004818712993942542
2017-5-15,3620116.0,12814.625,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3572037.0,12803.0,279.0,3956810.0,13835.0,286.0,3338970.0,13094.0,255.0,3673035.0,13165.0,279.0,3420261.0,12259.0,279.0,3618729.0,11943.0,303.0,3654483.0,12061.0,303.0,3726603.0000000005,13357.0,279.0,,0.001444405865634435,0.0014555329790559846
2017-4-15,3614894.625,12796.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3565620.0,12780.0,279.0,3947658.0,13803.0,286.0,3334125.0,13075.0,255.0,3669408.0,13152.0,279.0,3414680.9999999995,12239.0,279.0,3612366.0,11922.0,303.0,3655392.0,12064.0,303.0,3719907.0,13333.0,279.0,,0.023377243347588506,0.023209323711092855
2017-3-15,3532318.75,12505.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3478851.0,12469.0,279.0,3849560.0,13460.0,286.0,3295620.0,12924.0,255.0,3582638.9999999995,12841.0,279.0,3331818.0,11942.0,279.0,3524496.0,11632.0,303.0,3566613.0,11771.0,303.0,3628953.0,13007.0,279.0,,0.027390300188964378,0.02738783515953136
2017-2-15,3438146.875,12172.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3385665.0,12135.0,279.0,3744884.0,13094.0,286.0,3207900.0,12580.0,255.0,3489453.0,12507.0,279.0,3243375.0,11625.0,279.0,3430566.0,11322.0,303.0,3471471.0,11457.0,303.0,3531861.0,12659.0,279.0,,0.020855683546772585,0.020851242268581593
2017-1-15,3367906.875,11923.75,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3316194.0,11886.0,279.0,3666234.0,12819.0,286.0,3142875.0,12325.0,255.0,3420540.0000000005,12260.0,279.0,3177252.0,11388.0,279.0,3360270.0,11090.0,303.0,3400569.0,11223.0,303.0,3459321.0000000005,12399.0,279.0,,0.051883856849109344,0.0519060904469415
2016-12-15,3201785.875,11335.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3106107.0,11133.0,279.0,3490916.0,12206.0,286.0,2994465.0000000005,11743.0,255.0,3260673.0,11687.0,279.0,3026871.0,10849.0,279.0,3199983.0,10561.0,303.0,3240282.0,10694.0,303.0,3294990.0,11810.0,279.0,,-0.024101905875542506,-0.024105980220182288
2016-11-15,3280860.875,11615.375,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3183669.0,11411.0,279.0,3575572.0,12502.0,286.0,3068669.9999999995,12034.0,255.0,3341862.0,11978.0,279.0,3102201.0,11119.0,279.0,3277854.0,10818.0,303.0,3320879.9999999995,10960.0,303.0,3376179.0,12101.0,279.0,,0.01721068831165362,0.01717494581518042
2016-10-15,3225350.375,11419.25,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3123126.0000000005,11194.0,279.0,3506073.9999999995,12259.0,286.0,3010275.0,11805.0,255.0,3337397.9999999995,11962.0,279.0,3043890.0000000005,10910.0,279.0,3213315.0,10605.0,303.0,3257553.0,10751.0,303.0,3311172.0,11868.0,279.0,,0.0019538696186458537,0.0019522681407388998
2016-9-15,3219060.75,11397.0,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",3117546.0,11174.0,279.0,3498924.0,12234.0,286.0,3004155.0000000005,11781.0,255.0,3330423.0,11937.0,279.0,3039705.0,10895.0,279.0,3205740.0000000005,10580.0,303.0,3251795.9999999995,10732.0,303.0,3304197.0,11843.0,279.0,,0.07473247795946913,0.0747324249139516
2016-8-15,2995220.5,10604.5,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",2901600.0,10400.0,279.0,3255823.9999999995,11384.0,286.0,2794290.0,10958.0,255.0,3098574.0000000005,11106.0,279.0,2830176.0,10144.0,279.0,2981520.0,9840.0,303.0,3025758.0,9986.0,303.0,3074022.0,11018.0,279.0,,0.029921840876411032,0.029875569044006012
2016-7-15,2908201.75,10296.875,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",2824875.0,10125.0,279.0,3098810.0,10835.0,286.0,2719320.0,10664.0,255.0,3027429.0,10851.0,279.0,2756799.0,9881.0,279.0,2900922.0,9574.0,303.0,2945463.0,9721.0,303.0,2991996.0,10724.0,279.0,,-0.008342405705932032,-0.007733355818687726
2016-6-15,2932667.25,10377.125,"GOLDEN GLORY COURT(Block E,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,E座(金輝閣),5-7 翠田街",2866446.0,10274.0,279.0,3211494.0,11229.0,286.0,2619360.0,10272.0,255.0,3055608.0,10952.0,279.0,2785257.0,9983.0,279.0,2928192.0,9664.0,303.0,2974248.0,9816.0,303.0,3020733.0,10827.0,279.0,,0.010173842467508187,0.010307898259705572
