,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,nfa_avg,lumpSum_change,npsf_change
2020-12-15,9191144.8,20693.4,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",12401231.0,18157.0,683.0,10311741.0,18513.0,557.0,6489602.0,24397.0,266.0,7503310.0,22465.0,334.0,9249840.0,19935.0,464.0,,0.008848818126599323,0.008853440458662876
2020-1-15,9594298.6,21601.2,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",12947631.0,18957.0,683.0,10759012.0,19316.0,557.0,6777414.0,25479.0,266.0,7826956.0,23434.0,334.0,9660480.0,20820.0,464.0,,-0.02171063855855737,-0.02171136653895267
2019-12-15,9807219.6,22080.6,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",13235174.0,19378.0,683.0,10997408.0,19744.0,557.0,6928236.0,26046.0,266.0,7999968.0,23952.0,334.0,9875312.0,21283.0,464.0,,-0.0005127875242328939,-0.0005069754388506986
2019-11-15,9812251.2,22091.8,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",13242687.0,19389.0,683.0,11002421.0,19753.0,557.0,6931960.0,26060.0,266.0,8003308.0,23962.0,334.0,9880880.0,21295.0,464.0,,0.035147135034630406,0.03514230289853715
2019-10-15,9479088.4,21341.8,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",12793273.0,18731.0,683.0,10628117.0,19081.0,557.0,6697082.0,25177.0,266.0,7731098.0,23147.0,334.0,9545872.0,20573.0,464.0,,-0.024738267254985735,-0.024740440155004872
2019-9-15,9719532.8,21883.2,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",13117698.0,19206.0,683.0,10897148.0,19564.0,557.0,6867322.0,25817.0,266.0,7926488.0,23732.0,334.0,9789008.0,21097.0,464.0,,0.011867717546660828,0.011865018079587175
2019-8-15,9605537.0,21626.6,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",12964023.0,18981.0,683.0,10769038.0,19334.0,557.0,6787256.0,25516.0,266.0,7832968.0,23452.0,334.0,9674400.0,20850.0,464.0,,-0.049093983246655815,-0.04908763135909955
2019-7-15,10101457.8,22743.0,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",13634046.0,19962.0,683.0,11324367.0,20331.0,557.0,7137844.0,26834.0,266.0,8236440.0,24660.0,334.0,10174592.0,21928.0,464.0,,0.01713424494209348,0.01712880143112705
2019-6-15,9931292.6,22360.0,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",13404558.0,19626.0,683.0,11132759.0,19987.0,557.0,7018144.0,26384.0,266.0,8097162.0,24243.0,334.0,10003840.0,21560.0,464.0,,-0.007937782280135197,-0.007941789786592102
2019-5-15,10010755.8,22539.0,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",13511789.0,19783.0,683.0,11221322.0,20146.0,557.0,7074802.0,26597.0,266.0,8161290.0,24435.0,334.0,10084576.0,21734.0,464.0,,,
2019-4-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2019-3-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2019-2-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2019-1-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-12-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-11-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-10-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-9-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-8-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-7-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-6-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-5-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-4-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-3-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-2-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2018-1-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-12-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-11-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-10-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-9-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-8-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-7-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-6-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-5-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-4-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-3-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-2-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2017-1-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-12-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-11-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-10-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-9-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-8-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-7-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-6-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-5-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-4-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-3-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-2-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,,,
2016-1-15,,,"THE PAVILIA FARM II(Block 6B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,6B座(柏傲莊 II),車公廟路",,,683.0,,,557.0,,,266.0,,,334.0,,,464.0,460.8,,
