,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,lumpSum_R,npsf_R,nfa_R,nfa_avg,lumpSum_change,npsf_change
2022-12-15,6229883.416666667,21743.75,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",9629721.0,21543.0,447.0,6517152.0,22629.0,288.0,5974056.0,22629.0,264.0,5346075.0,20965.0,255.0,5744312.0,21434.0,268.0,5818605.0,21957.0,265.0,5509680.0,20870.0,264.0,8548560.0,22320.0,383.0,5642511.000000001,21133.0,267.0,4432296.0,21516.0,206.0,5803335.0,22235.0,261.0,5792297.999999999,21694.0,267.0,,0.09365285895803899,0.09366747981792112
2022-1-15,7121129.666666667,24849.916666666668,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",11035089.0,24687.0,447.0,7462080.0,25910.0,288.0,6844992.0,25928.0,264.0,6126120.0,24024.0,255.0,6393140.0,23855.0,268.0,6666605.0,25157.0,265.0,6310128.0,23902.0,264.0,9798672.0,25584.0,383.0,6466740.0,24220.0,267.0,5079136.0,24656.0,206.0,6648453.0,25473.0,261.0,6622401.0,24803.0,267.0,,0.04962299221588018,0.049623197384029094
2021-12-15,6784464.25,23675.083333333332,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10513440.0,23520.0,447.0,7109280.0,24685.0,288.0,6521328.0,24702.0,264.0,5836440.0,22888.0,255.0,6093248.0,22736.0,268.0,6351255.0,23967.0,265.0,6011016.0,22769.0,264.0,9335242.0,24374.0,383.0,6160758.0,23074.0,267.0,4838940.0,23490.0,206.0,6333948.0,24268.0,261.0,6308676.0,23628.0,267.0,,-0.04378962495118288,-0.04379156681655405
2021-11-15,7095158.583333333,24759.333333333332,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10994412.0,24596.0,447.0,7434720.0,25815.0,288.0,6820176.0,25834.0,264.0,6103680.0,23936.0,255.0,6374648.0,23786.0,268.0,6641960.0,25064.0,265.0,6285576.0,23809.0,264.0,9762670.0,25490.0,383.0,6442977.0,24131.0,267.0,5060390.0,24565.0,206.0,6623658.0,25378.0,261.0,6597036.0,24708.0,267.0,,0.029240773106222973,0.0292409005407539
2021-10-15,6893584.833333333,24055.916666666668,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10681959.0,23897.0,447.0,7223328.0,25081.0,288.0,6626400.0,25100.0,264.0,5930025.0,23255.0,255.0,6195892.0,23119.0,268.0,6453015.0,24351.0,265.0,6106320.0,23130.0,264.0,9485378.0,24766.0,383.0,6259815.0,23445.0,267.0,4916602.0,23867.0,206.0,6435216.0,24656.0,261.0,6409068.0,24004.0,267.0,,-0.01664394224662913,-0.01664412703495388
2021-9-15,7010263.25,24463.083333333332,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10862547.0,24301.0,447.0,7345728.0,25506.0,288.0,6738600.0,25525.0,264.0,6030495.0,23649.0,255.0,6303360.0,23520.0,268.0,6561930.0,24762.0,265.0,6209016.0,23519.0,264.0,9645855.0,25185.0,383.0,6365547.0,23841.0,267.0,4999620.0,24270.0,206.0,6543792.0,25072.0,261.0,6516669.0,24407.0,267.0,,-0.001374518605984032,-0.001370934821064207
2021-8-15,7019912.25,24496.666666666668,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10877745.0,24335.0,447.0,7356096.0,25542.0,288.0,6748368.0,25562.0,264.0,6038910.0,23682.0,255.0,6314884.0,23563.0,268.0,6570940.0,24796.0,265.0,6216936.0,23549.0,264.0,9659643.0,25221.0,383.0,6374625.0,23875.0,267.0,5006830.0,24305.0,206.0,6548490.0,25090.0,261.0,6525480.0,24440.0,267.0,,0.019067790279566177,0.01906323558470646
2021-7-15,6888562.583333333,24038.416666666668,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10673466.0,23878.0,447.0,7218144.0,25063.0,288.0,6621912.0,25083.0,264.0,5925435.0,23237.0,255.0,6198840.0,23130.0,268.0,6447450.0,24330.0,265.0,6099456.0,23104.0,264.0,9478484.0,24748.0,383.0,6255009.0,23427.0,267.0,4912688.0,23848.0,206.0,6429474.0,24634.0,261.0,6402393.0,23979.0,267.0,,0.019941147677417836,0.019938335773030502
2021-6-15,6753882.416666667,23568.5,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10464270.0,23410.0,447.0,7077024.0,24573.0,288.0,6492552.0,24593.0,264.0,5809410.0,22782.0,255.0,6080116.0,22687.0,268.0,6321310.0,23854.0,265.0,5979600.0,22650.0,264.0,9293112.0,24264.0,383.0,6132723.0,22969.0,267.0,4816692.0,23382.0,206.0,6303411.0,24151.0,261.0,6276369.0,23507.0,267.0,,0.007598194452257845,0.007523778988992147
2021-5-15,6702952.083333333,23392.5,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10370847.0,23201.0,447.0,7024896.0,24392.0,288.0,6444768.0,24412.0,264.0,5766825.0,22615.0,255.0,6038040.0,22530.0,268.0,6274670.0,23678.0,265.0,5934984.0,22481.0,264.0,9224938.0,24086.0,383.0,6087600.0,22800.0,267.0,4781260.0,23210.0,206.0,6256953.0,23973.0,261.0,6229644.0,23332.0,267.0,,-0.013106468237925495,-0.013758405767568593
2021-4-15,6791970.833333333,23718.833333333332,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10377105.0,23215.0,447.0,7131744.0,24763.0,288.0,6542976.0,24784.0,264.0,5854290.0,22958.0,255.0,6132376.0,22882.0,268.0,6369805.0,24037.0,265.0,6024480.0,22820.0,264.0,9365499.0,24453.0,383.0,6179982.0,23146.0,267.0,4853978.0,23563.0,206.0,6347520.0,24320.0,261.0,6323895.0,23685.0,267.0,,0.008451833696590638,0.009118821218631945
2021-3-15,6735047.333333333,23504.5,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10420017.0,23311.0,447.0,7058592.0,24509.0,288.0,6475920.0,24530.0,264.0,5794110.0,22722.0,255.0,6072076.0,22657.0,268.0,6304085.0,23789.0,265.0,5961648.0,22582.0,264.0,9269366.0,24202.0,383.0,6116436.0,22908.0,267.0,4803920.0,23320.0,206.0,6286185.0,24085.0,261.0,6258213.0,23439.0,267.0,,-0.0029206988753833762,-0.0028424156290435265
2021-2-15,6754776.0,23571.5,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10465611.0,23413.0,447.0,7077888.0,24576.0,288.0,6493872.0,24598.0,264.0,5810175.0,22785.0,255.0,6091372.0,22729.0,268.0,6321310.0,23854.0,265.0,5977488.0,22642.0,264.0,9295027.0,24269.0,383.0,6133257.0,22971.0,267.0,4817310.0,23385.0,206.0,6299235.0,24135.0,261.0,6274767.0,23501.0,267.0,,0.0019217610358865933,0.0019198345116819837
2021-1-15,6741819.833333333,23526.333333333332,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10445049.0,23367.0,447.0,7064352.0,24529.0,288.0,6481464.0,24551.0,264.0,5798955.0,22741.0,255.0,6082528.0,22696.0,268.0,6308855.0,23807.0,265.0,5965080.0,22595.0,264.0,9277026.0,24222.0,383.0,6121509.0,22927.0,267.0,4807834.0,23339.0,206.0,6286968.0,24088.0,261.0,6262218.0,23454.0,267.0,,0.05900687596626453,0.059005349118108175
2020-12-15,6366171.916666667,22215.5,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",9862608.0,22064.0,447.0,6670656.0,23162.0,288.0,6120576.0,23184.0,264.0,5475615.0,21473.0,255.0,5746188.0,21441.0,268.0,5957200.0,22480.0,265.0,5631912.0,21333.0,264.0,8760359.0,22873.0,383.0,5780283.0,21649.0,267.0,4540034.0,22039.0,206.0,5936184.0,22744.0,261.0,5912448.0,22144.0,267.0,,-0.03834693240363962,-0.03793950898415366
2020-11-15,6620029.75,23091.583333333332,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",10337322.0,23126.0,447.0,6928416.0,24057.0,288.0,6357120.0,24080.0,264.0,5687010.0,22302.0,255.0,5971040.0,22280.0,268.0,6186955.0,23347.0,265.0,5848920.0,22155.0,264.0,9098931.0,23757.0,383.0,6003762.0,22486.0,267.0,4715340.0,22890.0,206.0,6165342.0,23622.0,261.0,6140199.0,22997.0,267.0,,,
2020-10-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-9-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-8-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-7-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-6-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-5-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-4-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-3-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-2-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2020-1-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-12-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-11-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-10-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-9-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-8-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-7-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-6-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-5-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-4-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-3-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-2-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2019-1-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-12-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-11-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-10-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-9-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-8-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-7-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-6-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-5-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-4-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-3-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-2-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,,,
2018-1-15,,,"THE QUINN•SQUARE MILE(Block 1),SHAM MONG RD|利奧坊•壹隅1座,深旺道",,,447.0,,,288.0,,,264.0,,,255.0,,,268.0,,,265.0,,,264.0,,,383.0,,,267.0,,,206.0,,,261.0,,,267.0,286.25,,
