,lumpSum_avg,npsf_avg,final_address,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,nfa_avg,lumpSum_change,npsf_change
2022-12-15,6161561.545454546,21956.636363636364,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7317680.0,22310.0,328.0,7028160.0,21963.0,320.0,4781504.0,22988.0,208.0,6425856.0,22312.0,288.0,5291505.0,20751.0,255.0,5472292.0,20419.0,268.0,5972040.0,22536.0,265.0,5627160.0,21315.0,264.0,8455570.0,22135.0,382.0,5954410.0,22990.0,259.0,5451000.0,21804.0,250.0,,0.09358661217394615,0.09356690724356831
2022-1-15,6971407.090909091,24865.090909090908,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",8252152.0,25159.0,328.0,8062400.0,25195.0,320.0,5416112.0,26039.0,208.0,7397568.0,25686.0,288.0,6063645.0,23779.0,255.0,6300948.0,23511.0,268.0,6720400.0,25360.0,265.0,6355800.0,24075.0,264.0,9291386.0,24323.0,382.0,6556067.0,25313.0,259.0,6269000.0,25076.0,250.0,,0.04962907132338712,0.04963907575763371
2021-12-15,6641781.636363637,23689.18181818182,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7862160.0,23970.0,328.0,7681600.0,24005.0,320.0,5159440.0,24805.0,208.0,7047936.0,24472.0,288.0,5776770.0,22654.0,255.0,6002128.0,22396.0,268.0,6402930.0,24162.0,265.0,6054840.0,22935.0,264.0,8853232.0,23176.0,382.0,6246562.0,24118.0,259.0,5972000.0,23888.0,250.0,,-0.04377504402735999,-0.04376752242135995
2021-11-15,6945835.909090909,24773.454545454544,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",8221976.000000001,25067.0,328.0,8033599.999999999,25105.0,320.0,5395104.0,25938.0,208.0,7370496.0,25592.0,288.0,6041205.0,23691.0,255.0,6276292.0,23419.0,268.0,6696550.0,25270.0,265.0,6331776.0,23984.0,264.0,9259680.0,24240.0,382.0,6533016.0,25224.0,259.0,6244500.0,24978.0,250.0,,0.0292504044098858,0.029260351788971795
2021-10-15,6748441.2727272725,24069.18181818182,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7988440.0,24355.0,328.0,7805760.0,24393.0,320.0,5240976.0,25197.0,208.0,7161120.0,24865.0,288.0,5869590.0,23018.0,255.0,6097000.0,22750.0,268.0,6506545.0,24553.0,265.0,6151464.0,23301.0,264.0,8997628.0,23554.0,382.0,6347831.0,24509.0,259.0,6066500.0,24266.0,250.0,,-0.01664013277907861,-0.01663206296264652
2021-9-15,6862636.454545454,24476.272727272728,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",8123904.0,24768.0,328.0,7938240.0,24807.0,320.0,5329168.0,25621.0,208.0,7282368.0,25286.0,288.0,5968785.0,23407.0,255.0,6199376.0,23132.0,268.0,6617050.0,24970.0,265.0,6255216.0,23694.0,264.0,9150810.0,23955.0,382.0,6455834.0,24926.0,259.0,6168250.0,24673.0,250.0,,-0.0014196854333816677,-0.0014093962220762535
2021-8-15,6872393.090909091,24510.81818181818,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",8135383.999999999,24803.0,328.0,7949760.000000001,24843.0,320.0,5336032.0,25654.0,208.0,7293024.0,25323.0,288.0,5977200.0,23440.0,255.0,6207148.0,23161.0,268.0,6626855.0,25007.0,265.0,6263928.0,23727.0,264.0,9165326.0,23993.0,382.0,6465417.0,24963.0,259.0,6176250.0,24705.0,250.0,,0.01913597683547663,0.019145429666532987
2021-7-15,6743352.454545454,24050.363636363636,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7982864.0,24338.0,328.0,7800960.0,24378.0,320.0,5235152.0,25169.0,208.0,7156224.0,24848.0,288.0,5864745.0,22999.0,255.0,6089764.0,22723.0,268.0,6502835.0,24539.0,265.0,6145920.0,23280.0,264.0,8994190.0,23545.0,382.0,6344723.0,24497.0,259.0,6059500.0,24238.0,250.0,,0.0199437090570167,0.019955431840788407
2021-6-15,6611494.7272727275,23579.81818181818,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7827064.0,23863.0,328.0,7648960.0,23903.0,320.0,5131984.0,24673.0,208.0,7016256.0,24362.0,288.0,5749995.0,22549.0,255.0,5969700.0,22275.0,268.0,6376165.0,24061.0,265.0,6025272.0,22823.0,264.0,8819616.0,23088.0,382.0,6221180.0,24020.0,259.0,5940250.0,23761.0,250.0,,0.007405268866806258,0.0074144848506032535
2021-5-15,6562894.7272727275,23406.272727272728,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7769664.0,23688.0,328.0,7593280.0,23729.0,320.0,5093712.0,24489.0,208.0,6964704.0,24183.0,288.0,5707665.0,22383.0,255.0,5924944.0,22108.0,268.0,6329790.0,23886.0,265.0,5980656.0,22654.0,264.0,8755822.0,22921.0,382.0,6175855.0,23845.0,259.0,5895750.0,23583.0,250.0,,-0.014979932314379107,-0.01497042642569113
2021-4-15,6662701.545454546,23762.0,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7887744.0,24048.0,328.0,7709120.0,24091.0,320.0,5170464.0,24858.0,208.0,7070688.0,24551.0,288.0,5794365.0,22723.0,255.0,6014188.0,22441.0,268.0,6426250.0,24250.0,265.0,6071472.0,22998.0,264.0,8890286.0,23273.0,382.0,6270390.0,24210.0,259.0,5984750.0,23939.0,250.0,,0.010388053513743944,0.010398466129605932
2021-3-15,6594200.636363637,23517.454545454544,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7806728.0,23801.0,328.0,7630080.0,23844.0,320.0,5116592.0,24599.0,208.0,6998400.0,24300.0,288.0,5734695.0,22489.0,255.0,5951476.0,22207.0,268.0,6360795.0,24003.0,265.0,6008640.0,22760.0,264.0,8800134.0,23037.0,382.0,6206417.0,23963.0,259.0,5922250.0,23689.0,250.0,,-0.002766800054612828,-0.0027562864533339226
2021-2-15,6612496.090909091,23582.454545454544,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7828704.0,23868.0,328.0,7651840.0,23912.0,320.0,5130112.0,24664.0,208.0,7017696.0,24367.0,288.0,5750505.0,22551.0,255.0,5967020.0,22265.0,268.0,6378815.0,24071.0,265.0,6025008.0,22822.0,264.0,8825728.0,23104.0,382.0,6224029.0,24031.0,259.0,5938000.0,23752.0,250.0,,0.0019421745373762178,0.0019544150080532674
2021-1-15,6599678.363636363,23536.454545454544,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7813616.0,23822.0,328.0,7637440.0,23867.0,320.0,5119296.0,24612.0,208.0,7004448.0,24321.0,288.0,5739285.0,22507.0,255.0,5954424.0,22218.0,268.0,6366890.0,24026.0,265.0,6012864.0,22776.0,264.0,8810066.0,23063.0,382.0,6212633.0,23987.0,259.0,5925500.0,23702.0,250.0,,0.05901856754252144,0.05902973780013898
2020-12-15,6231881.636363637,22224.545454545456,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7378360.0,22495.0,328.0,7212160.0,22538.0,320.0,4833296.0,23237.0,208.0,6613920.0,22965.0,288.0,5419515.0,21253.0,255.0,5621568.0,20976.0,268.0,6012585.0,22689.0,265.0,5677584.0,21506.0,264.0,8320342.0,21781.0,382.0,5866868.0,22652.0,259.0,5594500.0,22378.0,250.0,,-0.03719939929719496,-0.03718990362840813
2020-11-15,6472660.7272727275,23083.0,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",7663392.0,23364.0,328.0,7491200.0,23410.0,320.0,5019456.0,24132.0,208.0,6869664.0,23853.0,288.0,5628615.0,22073.0,255.0,5837844.0,21783.0,268.0,6245255.0,23567.0,265.0,5896440.0,22335.0,264.0,8643132.0,22626.0,382.0,6094270.0,23530.0,259.0,5810000.0,23240.0,250.0,,,
2020-10-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-9-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-8-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-7-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-6-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-5-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-4-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-3-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-2-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2020-1-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-12-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-11-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-10-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-9-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-8-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-7-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-6-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-5-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-4-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-3-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-2-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2019-1-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-12-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-11-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-10-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-9-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-8-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-7-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-6-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-5-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-4-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-3-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-2-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,,,
2018-1-15,,,"THE QUINN•SQUARE MILE(Block 2),SHAM MONG RD|利奧坊•壹隅2座,深旺道",,,328.0,,,320.0,,,208.0,,,288.0,,,255.0,,,268.0,,,265.0,,,264.0,,,382.0,,,259.0,,,250.0,280.6363636363636,,
