,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,nfa_avg,lumpSum_change,npsf_change
2020-12-15,9194953.375,15012.75,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8428001.0,14309.0,589.0,8726690.0,14791.0,590.0,8841150.0,14985.0,590.0,8757380.0,14620.0,599.0,9652480.0,15082.0,640.0,9495000.0,15192.0,625.0,9497500.0,15196.0,625.0,10161426.0,15927.0,638.0,,-0.05503103974141321,-0.055029269213822674
2019-10-15,10436564.625,17033.625,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",9546512.0,16208.0,589.0,9812880.0,16632.0,590.0,9739130.0,16507.0,590.0,9703800.0,16200.0,599.0,10442240.0,16316.0,640.0,11077500.0,17724.0,625.0,11185625.0,17897.0,625.0,11984830.0,18785.0,638.0,,0.08659723690127574,0.08660532023475387
2019-9-15,9604814.25,15676.0,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8781401.0,14909.0,589.0,9030540.0,15306.0,590.0,8960920.0,15188.0,590.0,8927496.0,14904.0,599.0,9608960.0,15014.0,640.0,10198750.0,16318.0,625.0,10296875.0,16475.0,625.0,11033572.0,17294.0,638.0,,-0.057418423010161534,-0.0573378634354611
2019-8-15,10189902.375,16629.5,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",9274983.0,15747.0,589.0,9542660.0,16174.0,590.0,9465960.0,16044.0,590.0,9430656.0,15744.0,599.0,10152320.0,15863.0,640.0,10781250.0,17250.0,625.0,11208750.0,17934.0,625.0,11662640.0,18280.0,638.0,,-0.01346453493253652,-0.013312962152620678
2019-7-15,10328977.25,16853.875,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",9181921.0,15589.0,589.0,9680130.0,16407.0,590.0,9600480.0,16272.0,590.0,9563634.0,15966.0,599.0,10298240.0,16091.0,640.0,11015625.0,17625.0,625.0,11456250.0,18330.0,625.0,11835538.0,18551.0,638.0,,-0.05444220726987836,-0.05431527266351044
2019-6-15,10923686.875,17821.875,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",9682571.0,16439.0,589.0,10209950.0,17305.0,590.0,10123220.0,17158.0,590.0,10083566.0,16834.0,599.0,10861440.0,16971.0,640.0,11620000.0,18592.0,625.0,11987500.0,19180.0,625.0,12821248.0,20096.0,638.0,,0.018156898407032607,0.018131052015196047
2019-5-15,10728883.625,17504.5,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",9454039.0,16051.0,589.0,10064220.0,17058.0,590.0,9927340.0,16826.0,590.0,9992518.0,16682.0,599.0,10657920.0,16653.0,640.0,11400000.0,18240.0,625.0,11757500.0,18812.0,625.0,12577532.0,19714.0,638.0,,0.11774299779131625,0.11657204822351219
2019-4-15,9598703.5,15677.0,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8792003.0,14927.0,589.0,9356810.0,15859.0,590.0,9229960.0,15644.0,590.0,9294084.0,15516.0,599.0,9918080.0,15497.0,640.0,9811250.0,15698.0,625.0,9808125.0,15693.0,625.0,10579316.0,16582.0,638.0,,0.10438470753862927,0.10452940192167115
2019-3-15,8691449.125,14193.375,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7962691.0,13519.0,589.0,8472400.0,14360.0,590.0,8356170.0,14163.0,590.0,8204503.0,13697.0,599.0,8988160.0,14044.0,640.0,9086250.0,14538.0,625.0,8883125.0,14213.0,625.0,9578294.0,15013.0,638.0,,-0.0802244682385953,-0.08021871202916164
2019-2-15,9449532.875,15431.25,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8658300.0,14700.0,589.0,9210490.0,15611.0,590.0,9080100.0,15390.0,590.0,8918511.0,14889.0,599.0,9779840.0,15281.0,640.0,9878125.0,15805.0,625.0,9659375.0,15455.0,625.0,10411522.0,16319.0,638.0,,0.07703870210762664,0.07698078969867228
2019-1-15,8773624.25,14328.25,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8018646.0,13614.0,589.0,8527860.0,14454.0,590.0,8402780.0,14242.0,590.0,8446499.0,14101.0,599.0,9063680.0,14162.0,640.0,9145000.0,14632.0,625.0,8945625.0,14313.0,625.0,9638904.0,15108.0,638.0,,0.0227075958976235,0.022715917201998614
2018-12-15,8578819.875,14010.0,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7841357.0,13313.0,589.0,8337290.000000001,14131.0,590.0,8210440.0,13916.0,590.0,8257814.0,13786.0,599.0,8869760.0,13859.0,640.0,8941250.0,14306.0,625.0,8748750.0,13998.0,625.0,9423898.0,14771.0,638.0,,-0.02545730998191109,-0.025374354336597182
2018-11-15,8802918.5,14374.75,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8016290.0,13610.0,589.0,8521960.0,14444.0,590.0,8387439.999999999,14216.0,590.0,8441707.0,14093.0,599.0,9074560.0,14179.0,640.0,9141875.0,14627.0,625.0,9201250.0,14722.0,625.0,9638266.0,15107.0,638.0,,-0.10943035287340608,-0.10941940879908929
2018-10-15,9884593.0,16140.875,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",9000509.0,15281.0,589.0,9566260.0,16214.0,590.0,9409910.0,15949.0,590.0,9477378.0,15822.0,599.0,10195840.0,15931.0,640.0,10265625.0,16425.0,625.0,10335000.0,16536.0,625.0,10826222.0,16969.0,638.0,,0.0031472694654453015,0.003193076229839331
2018-9-15,9853581.125,16089.5,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8979305.0,15245.0,589.0,9472450.0,16055.0,590.0,9380410.0,15899.0,590.0,9454616.0,15784.0,599.0,10179200.0,15905.0,640.0,10243125.0,16389.0,625.0,10314375.0,16503.0,625.0,10805168.0,16936.0,638.0,,0.046084299888619285,0.04619085936293521
2018-8-15,9419490.5,15379.125,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8558170.0,14530.0,589.0,9026410.0,15299.0,590.0,8933190.0,15141.0,590.0,8953852.0,14948.0,599.0,9706240.0,15166.0,640.0,10041250.0,16066.0,625.0,9833750.0,15734.0,625.0,10303062.0,16149.0,638.0,,-0.05831596342999168,-0.058358462551087564
2018-7-15,10002814.25,16332.25,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",9114186.0,15474.0,589.0,9611100.0,16290.0,590.0,9505490.0,16111.0,590.0,9528293.0,15907.0,599.0,10337280.0,16152.0,640.0,10491875.0,16787.0,625.0,10457500.0,16732.0,625.0,10976790.0,17205.0,638.0,,0.1006009997659818,0.10053738986876914
2018-6-15,9088501.875,14840.25,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8309612.0,14108.0,589.0,8761500.0,14850.0,590.0,8659430.0,14677.0,590.0,8681307.0,14493.0,599.0,9425920.0,14728.0,640.0,9562500.0,15300.0,625.0,9296250.0,14874.0,625.0,10011496.0,15692.0,638.0,,0.0024362720380519676,0.002677251805244696
2018-5-15,9066413.625,14800.625,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8230686.000000001,13974.0,589.0,8677130.0,14707.0,590.0,8570340.0,14526.0,590.0,8682505.0,14495.0,599.0,9775360.0,15274.0,640.0,9469375.0,15151.0,625.0,9204375.0,14727.0,625.0,9921538.0,15551.0,638.0,,-0.03742312695648875,-0.03734207060277406
2018-4-15,9418898.25,15374.75,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8505749.0,14441.0,589.0,9007530.0,15267.0,590.0,8890710.0,15069.0,590.0,9011356.0,15044.0,599.0,10250240.0,16016.0,640.0,9828125.0,15725.0,625.0,9552500.0,15284.0,625.0,10304976.0,16152.0,638.0,,0.01802141094330789,0.018077375138642937
2018-3-15,9252161.25,15101.75,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8373813.000000001,14217.0,589.0,8867110.0,15029.0,590.0,8745570.0,14823.0,590.0,8714851.0,14549.0,599.0,10097280.0,15777.0,640.0,9671875.0,15475.0,625.0,9398125.0,15037.0,625.0,10148666.0,15907.0,638.0,,0.0032272516533320417,0.00340520248496734
2018-2-15,9222398.25,15050.5,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8274860.999999999,14049.0,589.0,8761500.0,14850.0,590.0,8639960.0,14644.0,590.0,8608828.0,14372.0,599.0,9984000.0,15600.0,640.0,9258125.0,14813.0,625.0,10220000.0,16352.0,625.0,10031912.0,15724.0,638.0,,0.06301151690160856,0.06308549430950294
2018-1-15,8675727.5,14157.375,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7803072.0,13248.0,589.0,8262359.999999999,14004.0,590.0,8147310.0,13809.0,590.0,7933156.0,13244.0,599.0,9422080.0,14722.0,640.0,8727500.0,13964.0,625.0,9646250.0,15434.0,625.0,9464092.0,14834.0,638.0,,0.00906430131587821,0.00881810651203807
2017-12-15,8597794.5,14033.625,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7830755.0,13295.0,589.0,8291269.999999999,14053.0,590.0,8175630.0,13857.0,590.0,7963705.0,13295.0,599.0,9462400.0,14785.0,640.0,8904375.0,14247.0,625.0,8653125.0,13845.0,625.0,9501096.0,14892.0,638.0,,-0.029686020085573195,-0.02939421971314704
2017-11-15,8860837.5,14458.625,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7948555.0,13495.0,589.0,8416350.0,14265.0,590.0,8298350.0,14065.0,590.0,8084104.0,13496.0,599.0,9610880.0,15017.0,640.0,9037500.0,14460.0,625.0,9843125.0,15749.0,625.0,9647836.0,15122.0,638.0,,-0.0309611591725929,-0.030996322328242676
2017-10-15,9143944.625,14921.125,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8225385.0,13965.0,589.0,8709580.0,14762.0,590.0,8403370.0,14243.0,590.0,8590858.0,14342.0,599.0,9952000.0,15550.0,640.0,9089375.0,14543.0,625.0,10194375.0,16311.0,625.0,9986614.0,15653.0,638.0,,0.021437285127472006,0.02105947462512936
2017-9-15,8952037.25,14613.375,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8229508.0,13972.0,589.0,8639960.0,14644.0,590.0,8405140.0,14246.0,590.0,8521374.0,14226.0,599.0,9878400.0,15435.0,640.0,9016250.0,14426.0,625.0,9016250.0,14426.0,625.0,9909416.0,15532.0,638.0,,0.10328046176630568,0.10333339625134497
2017-8-15,8114017.75,13244.75,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7472054.0,12686.0,589.0,7844640.0,13296.0,590.0,7629880.0,12932.0,590.0,7618082.0,12718.0,599.0,8974720.0,14023.0,640.0,8186250.0,13098.0,625.0,8186250.0,13098.0,625.0,9000266.0,14107.0,638.0,,-0.093932103988707,-0.09392690393528413
2017-7-15,8955198.375,14617.75,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8245411.0,13999.0,589.0,8657070.0,14673.0,590.0,8418120.0,14268.0,590.0,8408762.0,14038.0,599.0,9910400.0,15485.0,640.0,9033125.0,14453.0,625.0,9033125.0,14453.0,625.0,9935574.0,15573.0,638.0,,-0.01608093832266122,-0.01571429773838684
2017-6-15,9101560.0,14851.125,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",8221262.000000001,13958.0,589.0,8613410.0,14599.0,590.0,8415760.0,14264.0,590.0,8367431.0,13969.0,599.0,9866880.0,15417.0,640.0,9162500.0,14660.0,625.0,10276875.0,16443.0,625.0,9888362.0,15499.0,638.0,,0.08372626188599663,0.08366777335911557
2017-5-15,8398393.875,13704.5,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7583375.0,12875.0,589.0,7943170.0,13463.0,590.0,7760270.0,13153.0,590.0,7718714.0,12886.0,599.0,8911360.0,13924.0,640.0,8663750.0,13862.0,625.0,9483750.0,15174.0,625.0,9122762.0,14299.0,638.0,,-0.0032563995833407855,-0.00263813838400373
2017-4-15,8425831.75,13740.75,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7456151.0,12659.0,589.0,7808650.0,13235.0,590.0,7628110.0,12929.0,590.0,7589330.0,12670.0,599.0,9429120.0,14733.0,640.0,9195625.0,14713.0,625.0,9328750.0,14926.0,625.0,8970918.0,14061.0,638.0,,-0.0193637055198409,-0.01932341291082329
2017-3-15,8592208.75,14011.5,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7588676.0,12884.0,589.0,7946120.0,13468.0,590.0,7761450.0,13155.0,590.0,7724105.0,12895.0,599.0,9600000.0,15000.0,640.0,9487500.0,15180.0,625.0,9498125.0,15197.0,625.0,9131694.0,14313.0,638.0,,0.03754751197363482,0.037783188749294094
2017-2-15,8281267.75,13501.375,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7432591.0,12619.0,589.0,7587990.0,12861.0,590.0,7308329.999999999,12387.0,590.0,7377284.0,12316.0,599.0,9241600.0,14440.0,640.0,9061875.0,14499.0,625.0,9168750.0,14670.0,625.0,9071722.0,14219.0,638.0,,-0.019615186541081187,-0.019561389176333877
2017-1-15,8446956.375,13770.75,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7583375.0,12875.0,589.0,7737260.0,13114.0,590.0,7390930.0,12527.0,590.0,7524638.0,12562.0,599.0,9426560.0,14729.0,640.0,9309375.0,14895.0,625.0,9351875.0,14963.0,625.0,9251638.0,14501.0,638.0,,-0.0430162020363315,-0.04312478828464961
2016-12-15,8826645.125,14391.375,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7889655.0,13395.0,589.0,8045830.0,13637.0,590.0,7688880.0,13032.0,590.0,8154786.0,13614.0,599.0,9806720.0,15323.0,640.0,9678750.0,15486.0,625.0,9727500.0,15564.0,625.0,9621040.0,15080.0,638.0,,0.1149749512139373,0.11489744930567669
2016-11-15,7916451.5,12908.25,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7058576.0,11984.0,589.0,7193870.0,12193.0,590.0,6877629.999999999,11657.0,590.0,7473124.0,12476.0,599.0,8773120.0,13708.0,640.0,8653125.0,13845.0,625.0,8699375.0,13919.0,625.0,8602792.0,13484.0,638.0,,-0.033117766678278704,-0.033153257745278886
2016-10-15,8187606.75,13350.875,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7349542.000000001,12478.0,589.0,7432230.0,12597.0,590.0,7108320.0,12048.0,590.0,7726501.0,12899.0,599.0,9067520.0,14168.0,640.0,8938750.0,14302.0,625.0,8989375.0,14383.0,625.0,8888616.0,13932.0,638.0,,-0.04795989914029719,-0.04795564548477094
2016-9-15,8600065.0,14023.375,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7716489.0,13101.0,589.0,7800980.0,13222.0,590.0,7464090.0,12651.0,590.0,8117049.0,13551.0,599.0,9516800.0,14870.0,640.0,9377500.0,15004.0,625.0,9477500.0,15164.0,625.0,9330112.0,14624.0,638.0,,0.07644450563720961,0.0765266955820827
2016-8-15,7989325.0,13026.5,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",7185211.0,12199.0,589.0,7126020.0,12078.0,590.0,6951380.0,11782.0,590.0,7562974.0,12626.0,599.0,8859520.0,13843.0,640.0,8725000.0,13960.0,625.0,8818125.0,14109.0,625.0,8686370.0,13615.0,638.0,,0.03894792498376787,0.038940841026459116
2016-7-15,7689822.375,12538.25,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",6917805.0,11745.0,589.0,6856389.999999999,11621.0,590.0,6693550.000000001,11345.0,590.0,7286236.000000001,12164.0,599.0,8526720.0,13323.0,640.0,8393750.0,13430.0,625.0,8482500.0,13572.0,625.0,8361628.0,13106.0,638.0,,0.028905606501014036,0.0288955677050744
2016-6-15,7473788.0,12186.125,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",6725202.0,11418.0,589.0,6664639.999999999,11296.0,590.0,6507700.0,11030.0,590.0,7087368.0,11832.0,599.0,8284800.0,12945.0,640.0,8153750.0,13046.0,625.0,8240000.0,13184.0,625.0,8126844.0,12738.0,638.0,,0.017657917570672366,0.017524266777998232
2016-5-15,7344106.375,11976.25,"MEI CHEUNG COURT(Block 20,Phase 3,SOUTH HORIZONS),20 SOUTH HORIZON DR|海怡半島,3期,20座(美祥閣),20 海怡路",6629195.0,11255.0,589.0,6569060.0,11134.0,590.0,6415660.0,10874.0,590.0,6990929.0,11671.0,599.0,7991680.0,12487.0,640.0,8031250.0,12850.0,625.0,8115625.000000001,12985.0,625.0,8009452.0,12554.0,638.0,,0.015243868406034533,0.015237570465816086
