,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_change,npsf_change
2016-1-15,4833114.0,11266.0,2,9666228.0,22532,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4833114.0,11266.0,429.0,4833114.0,11266.0,429.0,0.029704780184626633,0.029704780184626633
2017-7-15,5653362.0,13178.0,2,11306724.0,26356,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5653362.0,13178.0,429.0,5653362.0,13178.0,429.0,0.003120956078252357,0.003120956078252357
2017-8-15,5635773.0,13137.0,2,11271546.0,26274,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5635773.0,13137.0,429.0,5635773.0,13137.0,429.0,-0.0029599271402550587,-0.0029599271402550587
2017-9-15,5652504.0,13176.0,2,11305008.0,26352,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5652504.0,13176.0,429.0,5652504.0,13176.0,429.0,0.10181042772923021,0.10181042772923021
2017-10-15,5130196.5,11958.5,2,10260393.0,23917,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4634058.0,10802.0,429.0,5626335.0,13115.0,429.0,-0.0201564996517678,-0.0201564996517678
2017-11-15,5235730.5,12204.5,2,10471461.0,24409,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4729296.0,11024.0,429.0,5742165.0,13385.0,429.0,-0.03161945568515434,-0.03161945568515434
2017-12-15,5406687.0,12603.0,2,10813374.0,25206,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4883736.0,11384.0,429.0,5929638.0,13822.0,429.0,0.014081107177341456,0.014081107177341456
2018-1-15,5331612.0,12428.0,2,10663224.0,24856,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4815954.0,11226.0,429.0,5847270.0,13630.0,429.0,-0.023416627377023436,-0.023416627377023436
2018-2-15,5459454.0,12726.0,2,10918908.0,25452,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4931355.0,11495.0,429.0,5987553.0,13957.0,429.0,-0.013450133726113367,-0.013450133726113367
2018-3-15,5533885.5,12899.5,2,11067771.0,25799,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4998708.0,11652.0,429.0,6069063.0,14147.0,429.0,-0.0313509048584516,-0.0313509048584516
2018-4-15,5712993.0,13317.0,2,11425986.0,26634,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5160441.0,12029.0,429.0,6265545.0,14605.0,429.0,0.017419206967682843,0.017419206967682843
2018-5-15,5615181.0,13089.0,2,11230362.0,26178,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5072067.0,11823.0,429.0,6158295.0,14355.0,429.0,,
2018-6-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2018-7-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2018-8-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2018-9-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2018-10-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2018-11-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2018-12-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2019-1-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2019-2-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2019-3-15,5051904.0,11776.0,2,10103808.0,23552,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5051904.0,11776.0,429.0,5051904.0,11776.0,429.0,-0.029903616442870096,-0.029903616442870096
2019-4-15,5207631.0,12139.0,2,10415262.0,24278,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5207631.0,12139.0,429.0,5207631.0,12139.0,429.0,-0.03735130848532908,-0.03735130848532908
2019-5-15,5409690.0,12610.0,2,10819380.0,25220,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5409690.0,12610.0,429.0,5409690.0,12610.0,429.0,0.011876103354196754,0.011876103354196754
2019-6-15,5346198.0,12462.0,2,10692396.0,24924,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5346198.0,12462.0,429.0,5346198.0,12462.0,429.0,-0.0037572947477816365,-0.0037572947477816365
2019-7-15,5366361.0,12509.0,2,10732722.0,25018,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5366361.0,12509.0,429.0,5366361.0,12509.0,429.0,-0.017977704506201952,-0.017977704506201952
2019-8-15,5464602.0,12738.0,2,10929204.0,25476,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5464602.0,12738.0,429.0,5464602.0,12738.0,429.0,0.049172226340499225,0.049172226340499225
2019-9-15,5208489.0,12141.0,2,10416978.0,24282,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5208489.0,12141.0,429.0,5208489.0,12141.0,429.0,0.0023115660860233422,0.0023115660860233422
2019-10-15,5196477.0,12113.0,2,10392954.0,24226,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5196477.0,12113.0,429.0,5196477.0,12113.0,429.0,-0.01496299910547283,-0.01496299910547283
2019-11-15,5275413.0,12297.0,2,10550826.0,24594,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5275413.0,12297.0,429.0,5275413.0,12297.0,429.0,0.05789745354439102,0.05789745354439102
2019-12-15,4986696.0,11624.0,2,9973392.0,23248,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4986696.0,11624.0,429.0,4986696.0,11624.0,429.0,-0.024586724846857422,-0.024586724846857422
2020-1-15,5112393.0,11917.0,2,10224786.0,23834,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",5112393.0,11917.0,429.0,5112393.0,11917.0,429.0,0.03034757046515657,0.03034757046515657
2020-2-15,4961814.0,11566.0,2,9923628.0,23132,858.0,"LOK MING BLDG,KING ST|樂明樓,京街",4961814.0,11566.0,429.0,4961814.0,11566.0,429.0,,
2020-3-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-4-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-5-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-6-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-7-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-8-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-9-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-10-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-11-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2020-12-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-1-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-2-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-3-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-4-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-5-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-6-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-7-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-8-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-9-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-10-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-11-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2021-12-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-1-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-2-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-3-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-4-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-5-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-6-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-7-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-8-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-9-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-10-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-11-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
2022-12-15,,,2,,,,"LOK MING BLDG,KING ST|樂明樓,京街",,,,,,,,
